Tech ID,Title,Lic. Manager,NCS Author,Lead Inventor,Status,Disclosure Date,Upload to Tech Publisher,Inventor Assign Date,Lic. Manager Assign Date,Public Disclosure Date,Project,Created Date,Updated Date,Last Related Update,Archive Date,Division/Department,Owners,Account Numbers,Alternate Title,Categories,Comments,Distributed,Grants/Awards,Holdback,Interests,Invention ID,Inventors,IP Manager,NCS Date,NCS Status
18-T-177,MicroRNA biomarker profiling  for detection of CPAP responders  during treatment of  patients with resistant hypertension and OSA,"Butler, Brittany",,David Gozal,Closed/Inactive,6/28/2013,No,,,,,10/31/2018,11/1/2020,11/1/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pediatrics",,, ,,,0,,0,,13-D-092,David Gozal,"Dembo, Anna",,
18-T-178,MicroRNA biomarker profiling for detection of CPAP responders during treatment of patients with resistant hypertension and OSA,"Muite, Kevin",,David Gozal,Waived Rights to Inventor,11/2/2014,No,,,,,10/31/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pediatrics",,, ,,,0,,0,,14-D-108,"David Gozal, Abdelnaby Khalyfa","Dembo, Anna",,
18-T-179,A restricted cluster of exosomal miRNAs predicts and mediates endothelial dysfunction in children,"Muite, Kevin",,David Gozal,Waived Rights to Inventor,4/30/2015,No,,,,,10/31/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pediatrics",,, ,,,0,,0,,15-D-048,"David Gozal, Abdelnaby Khalyfa, Leila Kheirandish-Gozal","Dembo, Anna",,
18-T-180,Analysis and Classification of Oximetry Recordings to Predict Obstructive Sleep Apnea Severity in Children,"Muite, Kevin",,David Gozal,Waived Rights to Inventor,6/8/2015,No,,,,,10/31/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pediatrics",,, ,,,0,,0,,15-D-062,"Felix del Campo, David Gozal, Roberto Hornero, Leila Kheirandish-Gozal","Dembo, Anna",,
18-T-182,Method for synthesizing two new 5-Hydroxylmethyl-2'-Deoxy-Cytidine Phosphoramidites and their incorporation into DNA,"Tennant, Thelma",,Chuan He,Closed/Inactive,3/23/2011,No,,,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD), Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",,, ,,,0,,0,,11-D-028,"Qing Dai, Chuan He, Tao Pan, Chunxiao Song","Hwang, Luke",,
18-T-183,Discovery of a New Class of Human DNA/RNA Deaminase,"Tennant, Thelma",,Chuan He,Closed/Inactive,10/13/2009,No,,,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",,, ,,,0,,0,,09-D-113,"Qiang Fu, Chuan He","Hwang, Luke",,
18-T-184,"Genetic dissection of the golden pigment biosynthesis in Staphylococcus aureus: a coordinated regulation of pigment production, metabolism, and virulence","Tennant, Thelma",,Chuan He,Waived Rights to Inventor,12/19/2007,No,,,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",,, ,,,0,,0,,07-D-137,"Alice Cheung, Chuan He, Lefu Lan, Dominique Missiakas, Vilasak Thammavongsa","Hwang, Luke",,
18-T-185,Detection and Enrichmentof DNA Segment Containing Carboxylated Cytosine,"Tennant, Thelma",,Yingming Zhao,Closed/Inactive,10/6/2009,No,,,,,10/31/2018,10/5/2020,11/1/2021,,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",,, ,,,0,,0,,09-D-103,"Chuan He, Yingming Zhao","Sun, Han",,
18-T-186,DBN G-Clamp Phosphoramidite and Oligonucleotide Photocrosslinkers,"Tennant, Thelma",,Chuan He,Waived Rights to Inventor,6/30/2010,No,,,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",,, ,,,0,,0,,10-D-085,"Chuan He, Lianghua Lu","Hwang, Luke",,
18-T-187,Using Amt1 as a Copper(I) Responsive Dynamic FRET Sensor,"Tennant, Thelma",,Chuan He,Closed/Inactive,4/11/2008,No,,,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",,, ,,,0,,0,,08-D-044,"Chuan He, Seraphine Wegner","Hwang, Luke",,
18-T-189,Inhibitor for Human Fat Mass-and Obesity-Associated Gene (FTO),"Tennant, Thelma",,Chuan He,Closed/Inactive,3/6/2009,No,,,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",,, ,,,0,,0,,09-D-025,Chuan He,"Hwang, Luke",,
18-T-190,Genome-wide bisulfite sequencing,"Muite, Kevin",,Lucy Godley,Closed/Inactive,5/1/2013,No,,,,,10/31/2018,8/23/2021,10/19/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Hematology/Oncology, Medicine",,,,,,0,,0,,13-D-072,Lucy Godley,"Dembo, Anna",,
18-T-194,Model of hepatic colorectal metastases,"Tennant, Thelma",,Ralph Weichselbaum,Closed/Inactive,1/27/2016,No,,,,,10/31/2018,11/1/2020,11/2/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiation and Cellular Oncology",,, ,,,0,,0,,16-D-018,Ralph Weichselbaum,"Dembo, Anna",,
18-T-196,Blocking CCR2 to enhance adjuvant therapy,"Tennant, Thelma",,Ralph Weichselbaum,Closed/Inactive,7/2/2015,No,,,,,10/31/2018,11/1/2020,11/2/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiation and Cellular Oncology",,, ,,,0,,0,,15-D-081,"Liufu Deng, Ralph Weichselbaum","Dembo, Anna",,
18-T-197,Contributions to NSFCloud Chameleon project,"Smith, Dane",,Kate Keahey,Licenses at Potential,7/1/2015,No,,,,,10/31/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,15-D-078,Kate Keahey,"Ginsburg, Eric",,
18-T-198,Method of using MRI to treat OCD,"Unassigned, Unassigned",,Peter Warnke,Closed/Inactive,6/1/2015,No,,,,,10/31/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,15-D-076,Peter Warnke,"Unassigned, Unassigned",,
18-T-199,Measurement of brain activity to prevent sleep in transportation vehicles,"Tennant, Thelma",,Lisa Medalie,Closed/Inactive,6/9/2015,No,,,,,10/31/2018,12/14/2021,12/14/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pediatrics",,, ,,,0,,0,,15-D-066,Lisa Medalie,"Dembo, Anna",,
18-T-200,Electronic Reporting Tool for Functional Lupus Anticoagulant Testing,"Tennant, Thelma",,Jonathan Miller,Closed/Inactive,5/21/2015,No,,,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pathology",,, ,,,0,,0,,15-D-058,Jonathan Miller,"Sun, Han",,
18-T-201,Sox2 biomarker for BCR and RP in prostate cancer,"Unassigned, Unassigned",,Donald Vander Griend,Closed/Inactive,5/1/2015,No,,,,,10/31/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,15-D-050,Donald Vander Griend,"Unassigned, Unassigned",,
18-T-202,"A compact bellows-driven diamond anvil cell for high-pressure, low-temperature","Juggernauth, Anne",,Thomas Rosenbaum,Exclusively Licensed,2/4/2015,No,,,,,10/31/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Physical Sciences Division (PSD), Physics",,, ,,,0,,0,,15-D-009,"Thomas Rosenbaum, Daniel Silevitch","Ginsburg, Eric",,
18-T-230,Combination of autophagy inhibitor with p62 inhibition or NF-kB inhibition to intervene and treat skin cancers and melanoma,"Tennant, Thelma",,Yu-Ying He,Closed/Inactive,12/1/2006,No,,,,,10/31/2018,3/8/2021,10/19/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Dermatology, Medicine",,,,,,0,,0,,16-D-130,"Yu-Ying He, Seungwon Yang","Sun, Han",,
18-T-234,Electronic Signal TO Prevent Acute Kidney Injury (E-STOP-AKI),"Tennant, Thelma",,Jay Koyner,Closed/Inactive,6/23/2016,No,,,,,10/31/2018,7/19/2021,7/19/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Medicine",,, ,,,0,,0,,16-D-086,"Matthew Churpek, Dana Edelson, Jay Koyner","Ramirez, Mario Riojas",,
18-T-235,Using tryptophan metabolites to determine the inflammatory status in patients with inflammatory bowel disease,"Sun, Han",,Joel Pekow,Closed/Inactive,5/27/2016,No,,,,,10/31/2018,8/27/2020,10/29/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Gastroenterology, Hepatology & Nutrition, Medicine, University of Chicago Hospital",,, ,,,0,,0,,16-D-077,"Matthew Ciorba, Gilles Guillemin, Edwin Lim, Joel Pekow, Mark Anthony Sofia","Sun, Han",,
18-T-236,Inhibitors of glucose metabolism and methods of treating disorders,"Tennant, Thelma",,Raymond Moellering,Closed/Inactive,5/26/2016,No,,,,,10/31/2018,11/1/2020,6/28/2022,###############################################################################################################################################################################################################################################################,"Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",,, ,,,0,,0,,16-D-075,"Michael Bollong, Gihoon Lee, Raymond Moellering, Peter Schultz","Hwang, Luke",,
18-T-237,Apparatuses for Kr sample collection and purification for radiokrypton dating of groundwater.,"Unassigned, Unassigned",,Reika Yokochi,Closed/Inactive,5/16/2016,No,,,,,10/31/2018,10/24/2019,10/24/2019,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,16-D-071,Reika Yokochi,"Unassigned, Unassigned",,
18-T-238,"Magnetic assembly, tilting mechanism, and incubator set-up for paper-based microfluidics research tool and diagnostic platform","Tennant, Thelma",,Melody Swartz,Closed/Inactive,5/6/2016,No,,,,,10/31/2018,7/19/2021,11/1/2021,,"Comprehensive Cancer Center, Pritzker School of Molecular Engineering (PME)",,, ,,,0,,0,,16-D-066,"Luis Alonzo, Lucio Giubbini, Melody Swartz","Ramirez, Mario Riojas",,
18-T-239,DNA methylation profile of anti-oxidant enzymes in peripheral blood cells as a diagnostic biomarker for assessing disease burden and severity of  obstructive sleep apnea,"Tennant, Thelma",,Nanduri Prabhakar,Closed/Inactive,4/27/2016,No,,,,,10/31/2018,4/26/2021,4/26/2021,,"Biological Sciences Division (BSD), Medicine",,,,,,0,HL090554,0,,16-D-062,"Jayasri Nanduri, Nanduri Prabhakar","Hwang, Luke",,
18-T-240,ICU-p device,"Unassigned, Unassigned",,Nathaniel Steiger,Closed/Inactive,4/22/2016,No,,,,,10/31/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,16-D-060,Nathaniel Steiger,"Unassigned, Unassigned",,
18-T-242,Oxidative stress biomarkers for predicting therapeutic response to IGF-1 and other cytokines in migraine,"Tennant, Thelma",,Richard Kraig,Closed/Inactive,3/15/2016,No,,,,,10/31/2018,12/17/2021,12/17/2021,,"Biological Sciences Division (BSD), Neurology",,,,,,0,,0,,16-D-043,"Shelley Allen, Richard Kraig","Sun, Han",,
18-T-243,That's a Job?,"Unassigned, Unassigned",,Orrin Murray,Closed/Inactive,2/19/2016,No,,,,,10/31/2018,1/22/2020,1/22/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,16-D-031,"Orrin Murray, Nina Ryan","Unassigned, Unassigned",,
18-T-246,Smartwatch CPR App,"Unassigned, Unassigned",,Sarah Feenstra,Closed/Inactive,5/26/2016,No,,,,,10/31/2018,10/24/2019,10/24/2019,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,16-D-074,Sarah Feenstra,"Unassigned, Unassigned",,
18-T-247,"""Dads Matter"" - A father involvement enhancement for home visiting programs","Unassigned, Unassigned",,Neil Guterman,Closed/Inactive,3/29/2016,No,,,,,10/31/2018,1/22/2020,1/22/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,16-D-046,"Aaron Banman, Jennifer Bellamy, Neil Guterman, Sandra Morales-Mirque","Unassigned, Unassigned",,
18-T-248,Discovery that adhesion GPCRs bind peptide hormones,"Unassigned, Unassigned",,Demet Arac-Ozkan,Closed/Inactive,2/4/2016,No,,,,,10/31/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,16-D-022,"Demet Arac-Ozkan, Amanuel Kibrom, Olha Nazarko","Unassigned, Unassigned",,
18-T-249,Progesterone receptor as a potential therapeutic target in ER+/PR+ breast cancers,"Tennant, Thelma",,Geoffrey Greene,Closed/Inactive,1/29/2016,No,,,,,10/31/2018,3/8/2021,10/19/2021,,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Comprehensive Cancer Center",,,,,,0,,0,,16-D-020,"Ryan Bourgo, Ya-Fang Chang, Anna Dembo, Geoffrey Greene, Marianne Greene, Muriel Laine', Hari Singhal, Alison Zarnke","Sun, Han",,
18-T-253,Composite polyepitope protein vaccine adjuvanted with gla se elicits immune response and protects against toxoplasmosis,"Tennant, Thelma",,Rima McLeod,Waived Rights to Inventor,11/24/2015,No,,,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Opthalmology and Visual Science",,, ,,"This may be what Rima filed as 62/324,225; PCT/US2017/027675; and 16/094,394.  Subject matter could be highly related to and dominate subsequent inventions she reports to us.  May want to consider these applications and give back related inventions.",0,,0,,15-D-138,"Jeff Alexander, Kamal El Bissati, Rima McLeod, Steve Reed, Lo Vang, Ying Zhou","Dembo, Anna",,
18-T-254,Use of a Brucella abortus rpoE1 deletion strain as a live attenuated vaccine,"Unassigned, Unassigned",,Sean Crosson,Closed/Inactive,11/4/2015,No,,,,,10/31/2018,10/2/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD)",,, ,,,0,"R01 AI107159, U19 AI107792",0,,15-D-135,"Sean Crosson, Daniel Czyz, Julien Herrou, Jonathan Willett","Unassigned, Unassigned",,
18-T-255,UTI detecting Diaper,"Butler, Brittany",,Sarah Faris,Closed/Inactive,11/5/2015,No,,,,,10/31/2018,10/5/2020,10/5/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,15-D-133,Sarah Faris,"Butler, Brittany",,
18-T-256,Establishing SNP and STR information across a single DNA molecule for the purpose of identity testing using next generation sequencing technology,"Unassigned, Unassigned",,Nadia McDonald,Waived Rights to Inventor,10/13/2015,No,,,,,10/31/2018,10/2/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pathology",,, ,,,0,,0,,15-D-123,"Larissa Furtado, Nadia McDonald","Unassigned, Unassigned",,
18-T-257,Social Resilience Training,"Smith, Dane",,John Cacioppo,Closed/Inactive,10/12/2015,No,,,,,10/31/2018,11/17/2020,11/17/2020,###############################################################################################################################################################################################################################################################,"Psychology, Social Sciences Division (SSD)",,, ,,,0,,0,,15-D-121,John Cacioppo,"Cox, Ben",,
18-T-258,Dbr1 catalyzes decapping of RNA,"Tennant, Thelma",,Jonathan Staley,Closed/Inactive,9/18/2015,No,,,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Biological Sciences Division (BSD), Molecular Genetics and Cell Biology, Molecular Genetics and Cell Biology",,, ,,,0,,0,,15-D-113,"Xiuqi Chen, Daoming Qin, Jonathan Staley","Hwang, Luke",,
18-T-259,Microbial-Mediated Support for Environment Enrichment-Induced Improvement in Brain Function.,"Butler, Brittany",,Richard Kraig,Closed/Inactive,8/17/2015,No,,,,,10/31/2018,10/5/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Neurology, Surgery",,, ,,,0,,0,,15-D-102,"Jack Gilbert, Richard Kraig","Sun, Han",,
18-T-260,Superflab vaginal packing,"Unassigned, Unassigned",,Yasmin Hasan,Closed/Inactive,7/10/2015,No,,,,,10/31/2018,10/24/2019,10/19/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiation and Cellular Oncology",,, ,,,0,,0,,15-D-084,Yasmin Hasan,"Unassigned, Unassigned",,
18-T-261,Cryopreserved platelets for use in hematology diagnostics,"Tennant, Thelma",,Jonathan Miller,Closed/Inactive,6/19/2015,No,,,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Pathology",,, ,,,0,,0,,15-D-071,Jonathan Miller,"Sun, Han",,
18-T-262,Mouse antibodies against intestinal commensal microbiota,"Tennant, Thelma",,Albert Bendelac,Closed/Inactive,6/10/2015,No,,,,,10/31/2018,11/1/2020,11/1/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Pathology",,, ,,,0,,0,,15-D-069,"Albert Bendelac, Jeffrey Bunker","Dembo, Anna",,
18-T-263,Production and Biophysical Characterization of Monobodies (Mb) against the Pif-pocket in human Aurora A kinase,"Butler, Brittany",,Shohei Koide,Closed/Inactive,5/28/2015,No,,,,,10/31/2018,10/5/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD)",,, ,,,0,,0,,15-D-059,"Dorothee Kern, Shohei Koide","Bakalyar, Heather",,
18-T-264,Regulatory T Cells isolation based on FoxP3 detection using SmartFlares,"Tennant, Thelma",,Piotr Witkowski,Closed/Inactive,5/20/2015,No,,5/20/2015,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Surgery",,, ,,,0,,0,,15-D-057,"Karolina Golab, Adam Krzystyniak, Piotr Witkowski","Sun, Han",,
18-T-265,Detection of cardiac toxicity using machine learning algorithms,"Smith, Dane",,Imre (Risi) Miklós Kondor,Closed/Inactive,5/1/2015,No,,,,,10/31/2018,4/25/2022,4/25/2022,###############################################################################################################################################################################################################################################################,"Computer Science Department, Physical Sciences Division (PSD)",,,,,,0,,0,,15-D-049,"Cheng-Wei Aaron Chen, Michelle Khine, Imre (Risi) Miklós Kondor, Eugene Lee, Nicole Mendoza, Robin Tu","Ramirez, Mario Riojas",,
18-T-266,"Ground-based, continuous monitoring of solar-induced chlorophyll fluorescence","Unassigned, Unassigned",,Jim Tang,Closed/Inactive,4/29/2015,No,,,,,10/31/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,15-D-047,Jim Tang,"Unassigned, Unassigned",,
18-T-267,Methods for use and treatment of conditions related to right ventricular heart failure with circulating biomarker Angiopoietin-2.                                                                                -,"Tennant, Thelma",,Michael Maitland,Closed/Inactive,4/10/2015,No,,,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Medicine",,, ,,,0,,0,,15-D-034,"Mardi Gomberg-Maitland, Michael Maitland, Vasiliki Thomas","Peace, Shane",,
18-T-268,Coregulation Data Harvester,"Unassigned, Unassigned",,Lev Tsypin,Closed/Inactive,3/25/2015,No,,,,,10/31/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,15-D-029,Lev Tsypin,"Unassigned, Unassigned",,
18-T-269,Methods of treating or preventing HIV infection by inhibiting MD2 or TLR4,"Tennant, Thelma",,Tatyana Golovkina,Closed/Inactive,3/5/2015,No,,,,,10/31/2018,12/14/2021,12/14/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Microbiology",,, ,,,0,,0,,15-D-023,"Alexander Chervonsky, Tatyana Golovkina","Dembo, Anna",,
18-T-270,Methods of treating or preventing HIV infection by inhibiting HLA-DO,"Tennant, Thelma",,Tatyana Golovkina,Closed/Inactive,3/5/2015,No,,,,,10/31/2018,12/14/2021,12/14/2021,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Microbiology",,, ,,,0,,0,,15-D-022,"Alexander Chervonsky, Lisa Denzin, Tatyana Golovkina","Dembo, Anna",,
18-T-271,Amoebae that eat virulent Legionella,"Butler, Brittany",,Howard Shuman,Closed/Inactive,1/9/2015,No,,,,,10/31/2018,11/17/2020,11/17/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Surgery",,, ,,,0,,0,,15-D-005,"Francisco Amaro, O Roger Anderson, Jack Gilbert, Howard Shuman, Wen Wang","Dembo, Anna",,
18-T-272,Cellular circuits and biosensors,"Tennant, Thelma",,Bryan Dickinson,Closed/Inactive,1/8/2015,No,,,,,10/31/2018,11/1/2020,11/1/2021,,"Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",,, ,,,0,,0,,15-D-004,Bryan Dickinson,"Hwang, Luke",,
18-T-273,Identification and isolation of a novel erythroid progenitor population with greatly reduced or no erythropoietin requirements for its survival and differentiation,"Tennant, Thelma",,Amittha Wickrema,Closed/Inactive,1/8/2015,No,,,,,10/31/2018,11/1/2020,11/2/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Hematology/Oncology, Medicine",University of Chicago,, ,,,0,,0,,15-D-003,"Matthew Horch, Amittha Wickrema","Dembo, Anna",,
18-T-274,Liquid crystal enabled early stage detection of beta amyloid formation on lipid monolayers,"Tennant, Thelma",,Juan de Pablo,Closed/Inactive,12/14/2014,No,,,,,10/31/2018,11/1/2020,11/1/2020,###############################################################################################################################################################################################################################################################,Pritzker School of Molecular Engineering (PME),,, ,,,0,,0,,14-D-113,Juan de Pablo,"Hwang, Luke",,
18-T-276,B1 mapping of the breast using fat as a reference tissue,"Smith, Dane",,Gregory Karczmar,Closed/Inactive,12/9/2014,No,,12/9/2014,,,10/31/2018,11/17/2020,11/2/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiology",,, ,,,0,,0,,14-D-110,"Gregory Karczmar, Federico Pineda","Cox, Ben",,
18-T-277,MorningReport,"Unassigned, Unassigned",,Atul Jain,Waived Rights to Inventor,12/1/2014,No,,,,,10/31/2018,10/24/2019,10/24/2019,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,14-D-107,Atul Jain,"Unassigned, Unassigned",,
18-T-278,Zebrafish model for high throughput screening,"Tennant, Thelma",,Rima McLeod,Closed/Inactive,11/18/2014,No,,,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Opthalmology and Visual Science",,, ,,,0,,0,,14-D-105,"JP Dubey, Michael Kent, Rima McLeod, Hong Moulton, Zoe Moulton, Justin Sanders, Louis Weiss, Ying Zhou","Dembo, Anna",,
18-T-279,Identification of Beta-escin for the treatment of ovarian cancer using human 3D organotypic HTS,"Tennant, Thelma",,Ernst Lengyel,Closed/Inactive,11/13/2014,No,,,,,10/31/2018,11/1/2020,11/2/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Obstetrics and Gynecology",,, ,,,0,,0,,14-D-103,"Hilary Ann Kenny, Ernst Lengyel","Dembo, Anna",,
18-T-280,Recombinant Expression/Semi-Synthesis of 'Ester Insulin,"Juggernauth, Anne",,Stephen Kent,Closed/Inactive,11/7/2014,No,,,,,10/31/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD)",,, ,,,0,,0,,14-D-101,Stephen Kent,"Bakalyar, Heather",,
18-T-281,Liposome-based therapeutic for treating demyelinating diseases,"Butler, Brittany",,Richard Kraig,Closed/Inactive,11/6/2014,No,,,,,10/31/2018,10/5/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Neurology",,, ,,,0,,0,,14-D-100,"Richard Kraig, Aya Pusic, Kae Pusic","Sun, Han",,
18-T-282,Methods and Compositions for Formulating and Delivering Small Nucleic Acids,"Tennant, Thelma",,Yun Fang,Closed/Inactive,11/6/2014,No,,,,,10/31/2018,5/13/2022,5/13/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Medicine",,, ,,,0,,0,,14-D-099,Yun Fang,"Peace, Shane",,
18-T-283,Sensitizing Cancer Cells to Chemotherapy,"Unassigned, Unassigned",,Kenan Onel,Closed/Inactive,11/5/2014,No,,,,,10/31/2018,10/2/2020,10/2/2020,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,14-D-098,Kenan Onel,"Unassigned, Unassigned",,
18-T-284,Monobodies to adhesion G protein-coupled receptors,"Butler, Brittany",,Shohei Koide,Closed/Inactive,10/27/2014,No,,,,,10/31/2018,10/5/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD)",,, ,,,0,,0,,14-D-092,"Demet Arac-Ozkan, Akiko Koide, Shohei Koide, Gabriel Salzman","Bakalyar, Heather",,
18-T-285,Method for radiosensitizating tumors using cephalexin,"Tennant, Thelma",,Ralph Weichselbaum,Closed/Inactive,10/22/2014,No,,,,,10/31/2018,11/1/2020,11/2/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiation and Cellular Oncology",,, ,,,0,,0,,14-D-088,Ralph Weichselbaum,"Dembo, Anna",,
18-T-286,Y2O3:Eu nanoparticles for in situ in vivo x-ray dosimetry,"Tennant, Thelma",,Ralph Weichselbaum,Closed/Inactive,10/22/2014,No,,,,,10/31/2018,11/1/2020,11/2/2021,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Radiation and Cellular Oncology",,, ,,,0,,0,,14-D-085,"Jeffrey Souris, Ralph Weichselbaum","Dembo, Anna",,
18-T-287,Algorithm based on disorder to create networks with highly tunable physical properties,"Juggernauth, Anne",,Sidney Nagel,Closed/Inactive,9/29/2014,No,,,,,10/31/2018,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,"Physical Sciences Division (PSD), Physics, Pritzker School of Molecular Engineering (PME)",,, ,,,0,,0,,14-D-077,"Carl Goodrich, Andrea Liu, Sidney Nagel","Ginsburg, Eric",,
18-T-288,Monobody-based biosensors,"Butler, Brittany",,Shohei Koide,Closed/Inactive,9/26/2014,No,,,,,10/31/2018,10/5/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD)",,, ,,,0,,0,,14-D-076,"Rudolf Griss, Kari Johnsson, Akiko Koide, Shohei Koide, Alberto Schena","Bakalyar, Heather",,
18-T-291,Juno inhibitors as contraceptives,"Butler, Brittany",,Erin Adams,Closed/Inactive,8/27/2014,No,,,,,10/31/2018,10/5/2020,10/18/2021,,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD), Comprehensive Cancer Center",,, ,,,0,,0,,14-D-067,Erin Adams,"Sun, Han",,
18-T-292,Inducing and purifying iPCS-derived cells using episomes/plasmids,"Unassigned, Unassigned",,Bryan Pavlovic,Closed/Inactive,8/25/2014,No,,,,,10/31/2018,10/24/2019,10/24/2019,###############################################################################################################################################################################################################################################################,,,, ,,,0,,0,,14-D-065,Bryan Pavlovic,"Unassigned, Unassigned",,
18-T-293,Inducing and purifying iPCS-derived cells using episomes/plasmids,"Unassigned, Unassigned",,Kevin White,Closed/Inactive,8/20/2014,No,,,,,10/31/2018,10/2/2020,10/5/2020,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Human Genetics",,, ,,,0,,0,,14-D-064,Kevin White,"Unassigned, Unassigned",,
