search URL:,https://patents.google.com/?assignee=University+of+Chicago&before=filing:20220517&after=filing:19700101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-4686979-A,Excimer laser phototherapy for the dissolution of abnormal growth ,The United States Of America As Represented By The United States Department Of Energy,"Dieter M. Gruen, Charles E. Young, Michael J. Pellin",1984-01-09,1985-02-19,1987-08-18,1987-08-18,https://patents.google.com/patent/US4686979A/en,https://patentimages.storage.googleapis.com/3d/72/45/1eca08a8dc6cfb/US4686979-drawings-page-2.png
US-5888374-A,In-situ process for the monitoring of localized pitting corrosion ,The University Of Chicago,"Daniel H. Pope, YuPo J. Lin, Edward J. St. Martin, James R. Frank",1997-05-08,1997-05-08,1999-03-30,1999-03-30,https://patents.google.com/patent/US5888374A/en,https://patentimages.storage.googleapis.com/27/d7/df/6820a7a8a42337/US5888374-drawings-page-2.png
US-5532078-A,Electrochemical cell ,The University Of Chicago,"Laszlo I. Redey, Kevin M. Myles, Donald R. Vissers, Jai Prakash",1991-10-10,1994-09-26,1996-07-02,1996-07-02,https://patents.google.com/patent/US5532078A/en,https://patentimages.storage.googleapis.com/4f/55/f8/f88d83bed5f454/US5532078-drawings-page-2.png
US-5905024-A,Method for performing site-specific affinity fractionation for use in DNA sequencing ,University Of Chicago,"Andrei Darievich Mirzabekov, Yuri Petrovich Lysov, Svetlana A. Dubley",1996-12-17,1996-12-17,1999-05-18,1999-05-18,https://patents.google.com/patent/US5905024A/en,https://patentimages.storage.googleapis.com/d4/14/60/a4d6ce609f210f/US5905024-drawings-page-2.png
US-6696484-B2,Method and compositions for regulation of 5-alpha reductase activity ,University Of Chicago Office Of Technology And Intellectual Property,"Shutsung Liao, Richard Hiipakka",1997-10-31,2002-04-24,2004-02-24,2004-02-24,https://patents.google.com/patent/US6696484B2/en,https://patentimages.storage.googleapis.com/b3/fb/6a/2d02b418f236bc/US06696484-20040224-D00001.png
EP-1436771-B1,Computer-aided detection of three-dimensional lesions ,The University of Chicago,"Hiroyuki Yoshida, Abraham Dachman, Janne Nappi, Peter Maceneaney, David Rubin, Yoshitaka Masutani, Li Lan",2001-10-16,2002-10-16,2011-06-22,2011-06-22,https://patents.google.com/patent/EP1436771B1/en,https://patentimages.storage.googleapis.com/1f/1b/2c/4c5699b1ab2a2b/imgf0001.png
US-3923381-A,Radiant energy collection ,Univ Chicago,Roland Winston,1973-12-28,1973-12-28,1975-12-02,1975-12-02,https://patents.google.com/patent/US3923381A/en,https://patentimages.storage.googleapis.com/44/b6/3b/96b69b92f10075/US3923381-drawings-page-2.png
US-4240692-A,Energy transmission ,The University Of Chicago,Roland Winston,1975-12-17,1975-12-17,1980-12-23,1980-12-23,https://patents.google.com/patent/US4240692A/en,https://patentimages.storage.googleapis.com/58/3a/a2/64ffdbdfd55bf9/US4240692-drawings-page-2.png
US-4003638-A,Radiant energy collection ,The University Of Chicago,Roland Winston,1973-12-28,1975-09-15,1977-01-18,1977-01-18,https://patents.google.com/patent/US4003638A/en,https://patentimages.storage.googleapis.com/65/2f/d3/308ac16b7629d1/US4003638-drawings-page-2.png
US-4569351-A,Apparatus and method for stimulating micturition and certain muscles in paraplegic mammals ,University Of Health Sciences/The Chicago Medical School,Pei C. Tang,1984-12-20,1984-12-20,1986-02-11,1986-02-11,https://patents.google.com/patent/US4569351A/en,https://patentimages.storage.googleapis.com/1f/0b/d7/5ae21c9b013141/US4569351-drawings-page-2.png
US-5869301-A,Method for the production of dicarboxylic acids ,Lockhead Martin Energy Research Corporation,"Nhuan Phu Nghiem, Mark Donnelly, Cynthia S. Millard, Lucy Stols",1995-11-02,1997-01-31,1999-02-09,1999-02-09,https://patents.google.com/patent/US5869301A/en,https://patentimages.storage.googleapis.com/96/15/01/0335bdb28bd639/US5869301-drawings-page-2.png
US-4851984-A,Method and system for localization of inter-rib spaces and automated lung texture analysis in digital chest radiographs ,University Of Chicago,"Kunio Doi, Shigehiko Katsuragawa",1987-08-03,1987-08-03,1989-07-25,1989-07-25,https://patents.google.com/patent/US4851984A/en,https://patentimages.storage.googleapis.com/43/9e/6e/870a17193671cf/US4851984-drawings-page-2.png
US-4719215-A,Quaternary derivatives of noroxymorphone which relieve nausea and emesis ,University Of Chicago,Leon I. Goldberg,1986-03-07,1986-03-07,1988-01-12,1988-01-12,https://patents.google.com/patent/US4719215A/en,
US-4585061-A,Apparatus for inserting and withdrawing coiled tubing with respect to a well ,Hydra-Rig Incorporated,"Robert A. Lyons, Jr., Johnnie B. Maschek, Jr.",1983-10-18,1983-10-18,1986-04-29,1986-04-29,https://patents.google.com/patent/US4585061A/en,https://patentimages.storage.googleapis.com/41/94/7f/a0f916b4c9920c/US4585061-drawings-page-2.png
CA-2195856-C,Substituted o6-benzylguanines and use thereof ,"Robert C. Moschel, Anthony E. Pegg, M. Eileen Dolan, Mi-Young Chae, The United States Of America, Represented By The Secretary, Department O F Health And Human Services, Arch Development Corporation, The Penn State Research Foundation, Arch Development Corporation, The University Of Chicago The University Of Chicago, The United States Of America, As Represented By The Department Of Health And Human Services","Robert C. Moschel, Anthony E. Pegg, M. Eileen Dolan, Mi-Young Chae",1994-08-01,1995-07-31,2008-09-30,2008-09-30,https://patents.google.com/patent/CA2195856C/en,
US-5972954-A,Use of methylnaltrexone and related compounds ,"Arch Development Corporation, Ur Labs, Inc.","Joseph F. Foss, Michael F. Roizen, Jonathan Moss, Chun-Su Yuan, William Drell",1997-11-03,1997-11-03,1999-10-26,1999-10-26,https://patents.google.com/patent/US5972954A/en,
US-5426506-A,Optical method and apparatus for detection of surface and near-subsurface defects in dense ceramics ,The University Of Chicago,"William A. Ellingson, Mark P. Brada",1993-03-22,1993-03-22,1995-06-20,1995-06-20,https://patents.google.com/patent/US5426506A/en,https://patentimages.storage.googleapis.com/43/8c/7c/126f8989859f28/US5426506-drawings-page-2.png
US-4632119-A,Ambulatory esophageal pH monitor ,University Of Health Sciences/The Chicago Medical School,Benjamin J. Reichstein,1985-10-23,1985-10-23,1986-12-30,1986-12-30,https://patents.google.com/patent/US4632119A/en,https://patentimages.storage.googleapis.com/a0/55/f8/42ce372e2e845c/US4632119-drawings-page-2.png
CA-1305750-C,Sintering aid for lanthanum chromite refractories ,"University Of Chicago (The), Harlan U. Anderson, Government Of The Unites States As Represented By Th U.S. Department Of Energy, Joseph T. Dusek, Roger B. Poeppel, Brian K. Flandermeyer","Harlan U. Anderson, Joseph T. Dusek, Roger B. Poeppel, Brian K. Flandermeyer",1986-10-23,1987-10-22,1992-07-28,1992-07-28,https://patents.google.com/patent/CA1305750C/en,
CA-2098849-C,Control of gene expression by ionizing radiation ,"Ralph R. Weichselbaum, Dennis E. Hallahan, Vikas P. Sukhatme, Donald W. Kufe, Dana-Farber Cancer Institute, The University Of Chicago, Arch Development Corporation","Ralph R. Weichselbaum, Dennis E. Hallahan, Vikas P. Sukhatme, Donald W. Kufe",1990-12-20,1991-12-19,2007-07-10,2007-07-10,https://patents.google.com/patent/CA2098849C/en,
US-5162172-A,Bipolar battery ,Arch Development Corporation,Thomas D. Kaun,1990-12-14,1990-12-14,1992-11-10,1992-11-10,https://patents.google.com/patent/US5162172A/en,https://patentimages.storage.googleapis.com/24/40/85/2030c7803d6273/US5162172-drawings-page-2.png
US-6813375-B2,Automated method and system for the delineation of the chest wall in computed tomography scans for the assessment of pleural disease ,University Of Chicago,"Samuel G. Armato III, Heber MacMahon, Geoffrey R. Oxnard",2001-06-15,2002-11-13,2004-11-02,2004-11-02,https://patents.google.com/patent/US6813375B2/en,https://patentimages.storage.googleapis.com/e2/ec/58/99530693acbfbe/US06813375-20041102-D00000.png
US-5599307-A,Catheter and method for the prevention and/or treatment of stenotic processes of vessels and cavities ,Loyola University Of Chicago,"Peter Bacher, Jeanine M. Walenga",1993-07-26,1995-09-29,1997-02-04,1997-02-04,https://patents.google.com/patent/US5599307A/en,https://patentimages.storage.googleapis.com/a7/5d/8a/6e1f0135e6b80d/US5599307-drawings-page-2.png
US-6559119-B1,Method of preparing a tissue sealant-treated biomedical material ,"Loyola University Of Chicago, The American National Red Cross","Willson H. Burgess, Howard P. Greisler, William N. Drohan, Thomas Maciag, Martin J. MacPhee",1990-11-27,1995-06-07,2003-05-06,2003-05-06,https://patents.google.com/patent/US6559119B1/en,https://patentimages.storage.googleapis.com/45/46/14/47c923bcc2bb22/US6559119-drawings-page-8.png
EP-0564502-B1,Tissue sealant and growth factor containing compositions that promote accelerated wound healing ,"The American National Red Cross, Loyola University Of Chicago","Howard P. Greisler;, Hernan A. Nunez, William N. Drohan, Wilson H. Burgess, Thomas Maciag, Jr Carlos I. Lasa",1990-11-27,1991-11-27,2002-01-30,2002-01-30,https://patents.google.com/patent/EP0564502B1/en,https://patentimages.storage.googleapis.com/36/34/54/1a1a80765d8e2a/00710001.png
US-5772760-A,Method for the preparation of nanocrystalline diamond thin films ,The University Of Chicago,"Dieter M. Gruen, Alan R. Krauss",1991-11-25,1995-10-11,1998-06-30,1998-06-30,https://patents.google.com/patent/US5772760A/en,https://patentimages.storage.googleapis.com/d5/5a/44/4ce41d52c55abc/US5772760-drawings-page-3.png
CA-1282501-C,Mobile radiography alignment device ,"Heber Macmahon, The University Of Chicago",Heber Macmahon,1986-12-01,1987-11-30,1991-04-02,1991-04-02,https://patents.google.com/patent/CA1282501C/en,
US-5636619-A,Method and apparatus for reducing cold-phase emissions by utilizing oxygen-enriched intake air ,The University Of Chicago,"Ramesh B. Poola, Ramanujam R. Sekar, Kevin C. Stork",1993-02-18,1996-02-07,1997-06-10,1997-06-10,https://patents.google.com/patent/US5636619A/en,https://patentimages.storage.googleapis.com/0d/af/58/940fbdbd752fa7/US5636619-drawings-page-2.png
US-5102887-A,Method for reducing emesis and nausea induced by the administration of an emesis causing agent ,Arch Development Corporation,Leon I. Goldberg,1989-02-17,1990-06-15,1992-04-07,1992-04-07,https://patents.google.com/patent/US5102887A/en,
US-7070927-B2,Methods and compositions for efficient nucleic acid sequencing ,University Of Chicago,Radoje Drmanac,1993-09-27,2002-02-05,2006-07-04,2006-07-04,https://patents.google.com/patent/US7070927B2/en,https://patentimages.storage.googleapis.com/c4/4c/f9/9ef50e52765c2e/US07070927-20060704-D00001.png
US-4670405-A,Sensor array for toxic gas detection ,The United States Of America As Represented By The United States Department Of Energy,"Joseph R. Stetter, Solomon Zaromb, William R. Penrose",1984-03-02,1984-03-02,1987-06-02,1987-06-02,https://patents.google.com/patent/US4670405A/en,https://patentimages.storage.googleapis.com/57/bf/7b/530e542050f909/US4670405-drawings-page-2.png
EP-0696201-B2,"Supplemented tissue sealants, methods of their production and use ","The American National Red Cross, Loyola University Of Chicago, THE GOVERNMENT OF THE UNITED STATES OF AMERICA as represented by the SECRETARY of the ARMY","Hernan A. Nunez, William Nash Drohan, Wilson Hales Burgess, Howard P. Apartment 1601 Greisler, Jeffrey O. Hollinger, Carlos I. Lasa, Jr., Thomas Maciag, Martin James Macphee, Gene Liau",1993-03-12,1994-03-14,2012-09-19,2012-09-19,https://patents.google.com/patent/EP0696201B2/en,https://patentimages.storage.googleapis.com/97/61/8f/abc70b9310182c/imgf0001.png
US-4839807-A,Method and system for automated classification of distinction between normal lungs and abnormal lungs with interstitial disease in digital chest radiographs ,University Of Chicago,"Kunio Doi, Shigehiko Katsuragawa",1987-08-03,1987-11-27,1989-06-13,1989-06-13,https://patents.google.com/patent/US4839807A/en,https://patentimages.storage.googleapis.com/78/3e/cd/0c8489b0c91020/US4839807-drawings-page-2.png
US-4476197-A,Integral manifolding structure for fuel cell core having parallel gas flow ,The United States Of America As Represented By The United States Department Of Energy,Joseph E. Herceg,1983-10-12,1983-10-12,1984-10-09,1984-10-09,https://patents.google.com/patent/US4476197A/en,https://patentimages.storage.googleapis.com/c1/31/db/f4a8afa9ba315f/US4476197-drawings-page-2.png
US-4875165-A,Method for determination of 3-D structure in biplane angiography ,University Of Chicago,"Laura E. Fencil, Charles E. Metz, Kunio Doi",1987-11-27,1987-11-27,1989-10-17,1989-10-17,https://patents.google.com/patent/US4875165A/en,https://patentimages.storage.googleapis.com/8c/f3/e8/6d0cc582f30cba/US4875165-drawings-page-2.png
US-4907156-A,Method and system for enhancement and detection of abnormal anatomic regions in a digital image ,University Of Chicago,"Kunio Doi, Heang-Ping Chan, Maryellen L. Giger",1987-06-30,1987-06-30,1990-03-06,1990-03-06,https://patents.google.com/patent/US4907156A/en,https://patentimages.storage.googleapis.com/30/32/51/02330b35e37c43/US4907156-drawings-page-2.png
EP-0320749-B1,Portable medical history-taking device ,"ARCH DEVELOPMENT CORPORATION, The University of Chicago","William E. Turcotte Ii, Michael Roizen, Richard E. Pfisterer",1987-12-09,1988-12-06,1996-09-25,1996-09-25,https://patents.google.com/patent/EP0320749B1/en,https://patentimages.storage.googleapis.com/99/3d/d8/59b7f25e42fd8a/imgf0001.png
EP-0759083-B1,Methods of inducing gene expression by ionizing radiation ,"The University Of Chicago, Dana Farber Cancer Institute","Tsuneya Ohno, Ralph R. Wiechselbaum, Donald W. Kufe",1994-05-11,1995-05-11,2007-02-28,2007-02-28,https://patents.google.com/patent/EP0759083B1/en,https://patentimages.storage.googleapis.com/17/26/fb/b85032af4f2df2/imgf0001.png
US-5453331-A,Compliant sealants for solid oxide fuel cells and other ceramics ,University Of Chicago,"Ira D. Bloom, Kevin L. Ley",1994-08-12,1994-08-12,1995-09-26,1995-09-26,https://patents.google.com/patent/US5453331A/en,https://patentimages.storage.googleapis.com/b6/59/71/a994e06f12ef13/US5453331-drawings-page-2.png
US-6547811-B1,Method for inducing hypothermia ,Arch Development Corporation,"Lance B. Becker, Terry Vanden Hoek, Kenneth E. Kasza",1999-08-02,2000-08-02,2003-04-15,2003-04-15,https://patents.google.com/patent/US6547811B1/en,https://patentimages.storage.googleapis.com/8a/85/8a/2110ced7c95b4c/US06547811-20030415-D00000.png
US-5981734-A,Methods for immobilizing nucleic acids on a gel substrate ,University Of Chicago,"Andrei Darievich Mirzabekov, Dimitri Y. Proudnikov, Edward N. Timofeev, Svetlana V. Kochetkova, Vladimir L. Florentiev, Valentine V. Shick",1997-07-17,1997-07-17,1999-11-09,1999-11-09,https://patents.google.com/patent/US5981734A/en,https://patentimages.storage.googleapis.com/23/37/d2/8d9cefc6c734ce/US5981734-drawings-page-2.png
US-5741700-A,Method of immobilizing water-soluble bioorganic compounds on a capillary-porous carrier ,University Of Chicago,"Gennady Moiseevich Ershov, Eduard Nikolaevich Timofeev, Igor Borisovich Ivanov, Vladimir Leonidovich Florentiev, Andrei Darievich Mirzabekov",1993-08-11,1994-08-05,1998-04-21,1998-04-21,https://patents.google.com/patent/US5741700A/en,https://patentimages.storage.googleapis.com/f6/60/c1/b9b439f24e22cb/US5741700-drawings-page-2.png
US-5223207-A,Expert system for online surveillance of nuclear reactor coolant pumps ,The United States Of America As Represented By The United States Department Of Energy,"Kenny C. Gross, Ralph M. Singer, Keith E. Humenik",1992-01-29,1992-01-29,1993-06-29,1993-06-29,https://patents.google.com/patent/US5223207A/en,https://patentimages.storage.googleapis.com/0f/dc/1d/1166ed1a7f07fd/US5223207-drawings-page-2.png
CA-2309271-C,System for surveillance of spectral signals ,"Arch Development Corporation, Kenneth C. Gross, Stephan Wegerich, Cynthia Criss-Puszkiewicz, Alan D. Wilks, The University Of Chicago","Kenneth C. Gross, Stephan Wegerich, Cynthia Criss-Puszkiewicz, Alan D. Wilks",1997-11-14,1998-10-30,2006-07-11,2006-07-11,https://patents.google.com/patent/CA2309271C/en,
US-5745382-A,Neural network based system for equipment surveillance ,Arch Development Corporation,"Richard B. Vilim, Kenneth C. Gross, Stephan W. Wegerich",1995-08-31,1995-08-31,1998-04-28,1998-04-28,https://patents.google.com/patent/US5745382A/en,https://patentimages.storage.googleapis.com/ae/71/f5/3b9706af5996de/US5745382-drawings-page-2.png
US-6297247-B1,Sulfonamide inhibitors of matrix metalloproteinases ,Warner-Lambert Company,"Daniel F. Ortwine, Claude F. Purchase, Jr., Andrew D. White",1995-11-17,2000-06-22,2001-10-02,2001-10-02,https://patents.google.com/patent/US6297247B1/en,
US-5586066-A,Surveillance of industrial processes with correlated parameters ,Arch Development Corporation,"Andrew M. White, Kenny C. Gross, William L. Kubic, Roald A. Wigeland",1994-06-08,1994-06-08,1996-12-17,1996-12-17,https://patents.google.com/patent/US5586066A/en,https://patentimages.storage.googleapis.com/e5/38/58/1e43b3168ae1bb/US5586066-drawings-page-3.png
AU-717906-B2,"Supplemented and unsupplemented tissue sealants, methods of their production and use ","American National Red Cross, The, Loyola University Of Chicago, United States Of America, As Represented By The Secretary Of The Army, The","Wilson Hales Burgess, William Nash Drohan, Howard P Greisler, Jeffrey O Hollinger, Carlos I Lasa Jr, Thomas Maciag, Martin James Macphee, Hernan A Nunez",1994-12-07,1995-12-06,2000-04-06,2000-04-06,https://patents.google.com/patent/AU717906B2/en,
US-5128081-A,Method of making nanocrystalline alpha alumina ,Arch Development Corporation,"Richard W. Siegel, Horst Hahn, Jeffrey A. Eastman",1989-12-05,1989-12-05,1992-07-07,1992-07-07,https://patents.google.com/patent/US5128081A/en,https://patentimages.storage.googleapis.com/44/d6/4e/eb06cf340e2efb/US5128081-drawings-page-2.png
AU-726907-B2,Esterification of fermentation-derived acids via pervaporation ,"University Of Chicago, The","Rathin Datta, Shih-Perng Tsai",1995-10-16,1996-11-27,2000-11-23,2000-11-23,https://patents.google.com/patent/AU726907B2/en,
US-7511121-B2,Polymeric immunoglobulin fusion proteins that target low-affinity Fcγreceptors ,"Arnason Barry G W, Jensen Mark A, White David M","Barry G. W. Arnason, Mark A. Jensen, David M. White",2001-03-09,2002-03-11,2009-03-31,2009-03-31,https://patents.google.com/patent/US7511121B2/en,
US-5774379-A,System for monitoring an industrial or biological process ,The University Of Chicago,"Kenneth C. Gross, Stephan W. Wegerich, Rick B. Vilim, Andrew M. White",1995-07-21,1995-07-21,1998-06-30,1998-06-30,https://patents.google.com/patent/US5774379A/en,https://patentimages.storage.googleapis.com/f0/b4/5a/d1a932cdac7f2a/US5774379-drawings-page-2.png
US-6642000-B1,PCR amplification on microarrays of gel immobilized oligonucleotides ,University Of Chicago,"Boris Strizhkov, Sergei Tillib, Vladimir Mikhailovich, Andrei Mirzabekov",1999-11-12,2000-04-25,2003-11-04,2003-11-04,https://patents.google.com/patent/US6642000B1/en,https://patentimages.storage.googleapis.com/23/f6/81/a2f0cd0471d7d4/US06642000-20031104-D00001.png
US-3899672-A,Solar energy collection ,Univ Chicago,Riccardo Levi-Setti,1974-02-19,1974-02-19,1975-08-12,1975-08-12,https://patents.google.com/patent/US3899672A/en,https://patentimages.storage.googleapis.com/f6/be/eb/94a8f32a032965/US3899672-drawings-page-2.png
US-5846894-A,Phosphate bonded structural products from high volume wastes ,The University Of Chicago,"Dileep Singh, Arun S. Wagh",1996-03-18,1996-03-18,1998-12-08,1998-12-08,https://patents.google.com/patent/US5846894A/en,https://patentimages.storage.googleapis.com/e9/f0/6c/43e073fc139eb4/US5846894-drawings-page-2.png
US-5861247-A,Rapid method to detect duplex formation in sequencing by hybridization methods ,University Of Chicago,"Andrei Darievich Mirzabekov, Edward Nikolaevich Timofeev, Vladimer Leonidovich Florentiev, Eugene Vladislavovich Kirillov",1996-01-26,1996-01-26,1999-01-19,1999-01-19,https://patents.google.com/patent/US5861247A/en,https://patentimages.storage.googleapis.com/f6/5f/1c/4246a28adf5171/US5861247-drawings-page-2.png
US-6507774-B1,Intelligent emissions controller for substance injection in the post-primary combustion zone of fossil-fired boilers ,"The University Of Chicago, Energy Sustems Associates","Jaques Reifman, Earl E. Feldman, Thomas Y. C. Wei, Roger W. Glickert",1999-08-24,1999-08-24,2003-01-14,2003-01-14,https://patents.google.com/patent/US6507774B1/en,https://patentimages.storage.googleapis.com/33/bb/94/14381993915bae/US6507774-drawings-page-2.png
US-6542849-B2,Method for determining defect depth using thermal imaging ,The University Of Chicago,Jiangang Sun,2001-01-19,2001-01-19,2003-04-01,2003-04-01,https://patents.google.com/patent/US6542849B2/en,https://patentimages.storage.googleapis.com/d1/8d/49/b9d570c5fb2d06/US06542849-20030401-D00000.png
US-6110861-A,Partial oxidation catalyst ,The University Of Chicago,"Michael Krumpelt, Shabbir Ahmed, Romesh Kumar, Rajiv Doshi",1997-06-02,1997-06-02,2000-08-29,2000-08-29,https://patents.google.com/patent/US6110861A/en,https://patentimages.storage.googleapis.com/bc/af/c1/ae11dc662ecc5f/US6110861-drawings-page-2.png
US-5653867-A,Method for the separation of high impact polystyrene (HIPS) and acrylonitrile butadiene styrene (ABS) plastics ,The University Of Chicago,"Bassam J. Jody, Bayram Arman, Dimitrios E. Karvelas, Joseph A. Pomykala, Jr., Edward J. Daniels",1996-03-19,1996-03-19,1997-08-05,1997-08-05,https://patents.google.com/patent/US5653867A/en,https://patentimages.storage.googleapis.com/74/12/de/6bb9f832a3d3b0/US5653867-drawings-page-2.png
US-6272036-B1,Control of magnetic direction in multi-layer ferromagnetic devices by bias voltage ,The University Of Chicago,"Chun-Yeol You, Samuel D. Bader",1999-12-20,1999-12-20,2001-08-07,2001-08-07,https://patents.google.com/patent/US6272036B1/en,https://patentimages.storage.googleapis.com/4f/16/21/0236229faa3bb1/US6272036-drawings-page-2.png
US-6055808-A,Method and apparatus for reducing particulates and NOX emissions from diesel engines utilizing oxygen enriched combustion air ,The University Of Chicago,"Ramesh B. Poola, Ramanujam R. Sekar",1998-06-22,1998-06-22,2000-05-02,2000-05-02,https://patents.google.com/patent/US6055808A/en,https://patentimages.storage.googleapis.com/df/4b/d3/c21c3757bf509b/US6055808-drawings-page-2.png
US-6173567-B1,Method to reduce diesel engine exhaust emissions ,The University Of Chicago,"Ramesh B. Poola, Ramanujam R. Sekar",1998-09-14,1998-09-14,2001-01-16,2001-01-16,https://patents.google.com/patent/US6173567B1/en,https://patentimages.storage.googleapis.com/77/b3/98/ca248789ccf240/US6173567-drawings-page-2.png
US-6730429-B2,Intermetallic negative electrodes for non-aqueous lithium cells and batteries ,The University Of Chicago,"Michael M. Thackeray, John T. Vaughey, Christopher S. Johnson, Linda M. L. Fransson, Ester Kristina Edstrom, Gary Henriksen",2000-11-10,2001-11-08,2004-05-04,2004-05-04,https://patents.google.com/patent/US6730429B2/en,https://patentimages.storage.googleapis.com/59/23/af/1b7deed06a581a/US06730429-20040504-D00000.png
US-6592839-B2,Tailoring nanocrystalline diamond film properties ,The University Of Chicago,"Dieter M. Gruen, Thomas G. McCauley, Dan Zhou, Alan R. Krauss",1991-11-25,1999-02-23,2003-07-15,2003-07-15,https://patents.google.com/patent/US6592839B2/en,https://patentimages.storage.googleapis.com/4e/7d/2a/eb588afba9cf00/US6592839-drawings-page-2.png
US-6221275-B1,Enhanced heat transfer using nanofluids ,University Of Chicago,"Stephen U. S. Choi, Jeffrey A. Eastman",1997-11-24,1998-11-24,2001-04-24,2001-04-24,https://patents.google.com/patent/US6221275B1/en,https://patentimages.storage.googleapis.com/bb/e9/4e/0a468553b68cd4/US6221275-drawings-page-2.png
US-6518212-B1,Chemically bonded phospho-silicate ceramics ,The University Of Chicago,"Arun S. Wagh, Seung Y. Jeong, Dirk Lohan, Anne Elizabeth",2000-09-18,2000-09-18,2003-02-11,2003-02-11,https://patents.google.com/patent/US6518212B1/en,https://patentimages.storage.googleapis.com/4f/70/11/fd3a92a4da1fdb/US06518212-20030211-D00001.png
US-6962601-B2,Method for inducing hypothermia ,University Of Chicago Office Of Technology Transfer,"Lance B. Becker, Terry Vanden Hoek, Kenneth E. Kasza",1999-08-02,2002-06-03,2005-11-08,2005-11-08,https://patents.google.com/patent/US6962601B2/en,https://patentimages.storage.googleapis.com/f9/a3/1e/1905dbe21c2da3/US06962601-20051108-D00000.png
US-6726893-B2,Hydrogen production by high-temperature water splitting using electron-conducting membranes ,The University Of Chicago,"Tae H. Lee, Shuangyan Wang, Stephen E. Dorris, Uthamalingam Balachandran",2002-09-17,2002-09-17,2004-04-27,2004-04-27,https://patents.google.com/patent/US6726893B2/en,https://patentimages.storage.googleapis.com/01/ec/8e/bc260001a07ed8/US06726893-20040427-D00000.png
US-5510624-A,Simultaneous specimen and stage cleaning device for analytical electron microscope ,The University Of Chicago,Nestor J. Zaluzec,1995-09-01,1995-09-01,1996-04-23,1996-04-23,https://patents.google.com/patent/US5510624A/en,https://patentimages.storage.googleapis.com/64/a5/8d/c331d8060065bd/US5510624-drawings-page-2.png
US-6517236-B2,Method and apparatus for automated thermal imaging of combustor liners and other products ,The University Of Chicago,"Jiangang Sun, William A. Ellingson, Chris M. Deemer",2001-02-15,2001-02-15,2003-02-11,2003-02-11,https://patents.google.com/patent/US6517236B2/en,https://patentimages.storage.googleapis.com/9d/c6/19/48685a39ca3541/US06517236-20030211-D00000.png
US-6730912-B2,Method and apparatus for detecting normal cracks using infrared thermal imaging ,The University Of Chicago,"Jiangang G. Sun, Scott M. Erdman",2002-08-30,2002-08-30,2004-05-04,2004-05-04,https://patents.google.com/patent/US6730912B2/en,https://patentimages.storage.googleapis.com/be/b3/a4/f80350bdc9ca37/US06730912-20040504-D00000.png
US-6407395-B1,Portable biochip scanner device ,The University Of Chicago,"Alexander Perov, Alexei Sharonov, Andrei D. Mirzabekov",2000-02-29,2000-02-29,2002-06-18,2002-06-18,https://patents.google.com/patent/US6407395B1/en,https://patentimages.storage.googleapis.com/58/d0/86/b474c4e3fc169c/US06407395-20020618-D00000.png
US-6822035-B2,Process for the preparation of organoclays ,The University Of Chicago,David J. Chaiko,2002-02-20,2002-02-20,2004-11-23,2004-11-23,https://patents.google.com/patent/US6822035B2/en,https://patentimages.storage.googleapis.com/54/f3/f8/d31eaad0f9c19a/US06822035-20041123-D00000.png
US-5365778-A,Method for measuring liquid viscosity and ultrasonic viscometer ,The University Of Chicago,"Shuh-Haw Sheen, William P. Lawrence, Hual-Te Chien, Apostolos C. Raptis",1994-01-28,1994-01-28,1994-11-22,1994-11-22,https://patents.google.com/patent/US5365778A/en,https://patentimages.storage.googleapis.com/4b/46/31/9f949b80d8a78f/US5365778-drawings-page-2.png
AU-746775-B2,Plant artificial chromosome (PLAC) compositions and methods ,"University Of Chicago, The","Gregory Copenhaver, Daphne Preuss",1997-06-03,1998-06-03,2002-05-02,2002-05-02,https://patents.google.com/patent/AU746775B2/en,
US-4977505-A,Means to correlate images from scans taken at different times including means to determine the minimum distances between a patient anatomical contour and a correlating surface ,"Arch Development Corporation, The University Of Chicago","Charles A. Pelizzari, George T. Y. Chen",1988-05-24,1988-05-24,1990-12-11,1990-12-11,https://patents.google.com/patent/US4977505A/en,https://patentimages.storage.googleapis.com/83/10/61/1f380a9b98f9eb/US4977505-drawings-page-2.png
US-5526641-A,NOx reduction method ,The University Of Chicago,"Ramanujam R. Sekar, Lyle O. Hoppie",1993-02-18,1993-02-18,1996-06-18,1996-06-18,https://patents.google.com/patent/US5526641A/en,https://patentimages.storage.googleapis.com/0e/b2/57/64046d301dbe01/US5526641-drawings-page-2.png
US-6855460-B2,Negative electrodes for lithium cells and batteries ,The University Of Chicago,"John T. Vaughey, Linda M. L. Fransson, Michael M. Thackeray",2001-02-08,2002-02-04,2005-02-15,2005-02-15,https://patents.google.com/patent/US6855460B2/en,https://patentimages.storage.googleapis.com/3e/a6/ea/48f44dd24ef082/US06855460-20050215-D00000.png
US-6776837-B2,Formation of chemically bonded ceramics with magnesium dihydrogen phosphate binder ,The University Of Chicago,"Arun S. Wagh, Seung-Young Jeong",2001-11-30,2001-11-30,2004-08-17,2004-08-17,https://patents.google.com/patent/US6776837B2/en,https://patentimages.storage.googleapis.com/44/bd/12/250f572107d122/US06776837-20040817-D00000.png
