,Unnamed: 0,Agreement_ID,Parties,Agreement_Type,Manager,Responsible_Manager,Title,Number_of_Parties,In_or_Out,Reference_Number,Status,Status_Date,Effective_Date,Agreement_Term,Term_Date,Sign_Date,Field_Of_Use,Equity,Reimbursable_Expenses,Technologies,Division_Department,Investigators,Last_Related_Update,Tech_ID,Category,Total Revenue,Revenue_Generating,Invention_ID,Lead_Inventor,_merge
56,135.0,03-A-019,"Massachusetts Institute of Technology (MIT), Whitehead Institute",Interinstitutional Agreement (IIA),"Tennant, Thelma","Stocco, Teana","Whitehead Institute, IIA, 2003 (Lindquist)",2.0,Out,AGR11865,Active,2009-11-23 00:00:00,2003-03-15 00:00:00,-1.0,2025-01-04 00:00:00,2009-11-23 00:00:00,No field defined,No,No,"00-T-026, 01-T-007, 01-T-036, 03-T-005, 03-T-006, 97-T-081, 98-T-009","Biochemistry and Molecular Biology, Biological Sciences Division (BSD)","Yury Chernoff, Shubhik DebBurman, Sylvia Krobitsch, Liming Li, Susan Lindquist, Jia-Jia Liu, Jiyan Ma, Tiago Outeiro, Maria Patino, Christine Queitsch, Todd Sangster, Eric Schirmer, Neal Sondheimer, Elizabeth Vierling, Robert Wollmann",2022-03-24 12:57:29, 03-T-005,,,0.0,,,left_only
57,137.0,03-A-019.A2,Whitehead Institute,Amendment,"Tennant, Thelma","Stocco, Teana",Amnd 2 - Whitehead Institute IIA Amendment 2 2003,1.0,Out,AGR11865,Active,2009-11-23 00:00:00,2009-11-23 00:00:00,-1.0,2029-02-09 00:00:00,2009-11-23 00:00:00,No field defined,No,No,"00-T-026, 01-T-007, 01-T-036, 03-T-005, 03-T-006, 97-T-081, 98-T-009","Biochemistry and Molecular Biology, Biological Sciences Division (BSD)","Yury Chernoff, Shubhik DebBurman, Sylvia Krobitsch, Liming Li, Susan Lindquist, Jia-Jia Liu, Jiyan Ma, Tiago Outeiro, Maria Patino, Christine Queitsch, Todd Sangster, Eric Schirmer, Neal Sondheimer, Elizabeth Vierling, Robert Wollmann",2021-11-11 19:32:45, 03-T-005,,,0.0,,,left_only
58,3571.0,85-A-001,Howard Hughes Medical Institute (HHMI),Interinstitutional Agreement (IIA),"Tennant, Thelma","Stocco, Teana",Master HHMI Agreement,1.0,Out,AGRHHMI,Active,2014-03-15 00:00:00,1985-01-01 00:00:00,0.0,,2014-03-15 00:00:00,Revised in March 2014 - IDs older than that fall under old agreement;,No,No,"00-T-026, 01-T-007, 01-T-014, 01-T-024, 01-T-036, 02-T-053, 02-T-074, 03-T-005, 03-T-006, 03-T-079, 03-T-123, 05-T-018, 05-T-029, 05-T-052, 05-T-053, 05-T-062, 05-T-072, 05-T-083, 06-T-024, 06-T-038, 06-T-113, 06-T-126, 06-T-135, 07-T-029, 07-T-030, 07-T-126, 08-T-016, 08-T-025, 08-T-042, 08-T-154, 09-T-012, 09-T-021, 09-T-120, 09-T-121, 10-T-041, 11-T-112, 11-T-125, 15-T-138, 17-T-026, 17-T-032, 17-T-033, 17-T-055, 17-T-115, 17-T-116, 17-T-126, 18-t-, 18-T-057, 18-T-083, 18-T-085, 18-T-188, 18-T-669, 18-T-689, 19-T-037, 19-T-065, 19-T-103, 19-T-121, 19-T-164, 21-T-003, 21-T-070, 21-T-080, 21-T-097, 21-T-108, 21-T-109, 21-T-142, 22-T-072, 22-T-140, 88-T-007, 89-T-023, 89-T-033, 89-T-039, 90-T-027, 90-T-028, 90-T-031, 91-T-013, 91-T-019, 91-T-027, 91-T-042, 91-T-047, 91-T-054, 92-T-024, 92-T-035, 92-T-040, 93-T-013, 93-T-028, 93-T-033, 93-T-034, 94-T-055, 96-T-046, 96-T-047, 96-T-054, 96-T-065, 96-T-086, 96-T-087, 96-T-089, 97-T-036, 97-T-063, 97-T-065, 97-T-080, 97-T-081, 98-T-009, 98-T-011, 98-T-046, 98-T-051, 99-T-032","Biochemistry and Molecular Biology, Biological Sciences Division (BSD), Chemistry, Comprehensive Cancer Center, Human Genetics, Medicine, Molecular Genetics and Cell Biology, Obstetrics and Gynecology, Pathology, Physical Sciences Division (PSD), Radiation and Cellular Oncology","Mary Ann Accavitti, Jeffrey Anker, Katinka Bahr, Lan Ban, Graeme Bell, Albert Bendelac, Eric Boerwinkle, Lawrence Boise, James Bonini, Kathy Borkovich, Christopher Bradfield, Laura Brass, Elizabeth Bray, Christopher Breder, Jason Brokaw, Andy Cal, Yury Chernoff, Patrick Concannon, Nancy Cox, Matthew Cummings, Kevin Currie, Qing Dai, Ramanuj DasGupta, Shubhik DebBurman, Linda Degenstein, Colin Duckett, Patrick Evans, Stefan Fajans, Aaron Fox, Elaine Fuchs, Hiroto Furuta, Enrique Garcia, Andrea Gashier, Uri Gat, Kent Golic, W. Hall, Dennis Hallahan, Robert Hammer, Craig Hanis, Manami Hara, Yoshinori Hinokio, Yukio Horikawa, Rustem Ismagilov, Naoko Iwasaki, Carl June, Kevin Keith, Haeyoung Kong, Anthony Kossiakoff, Sylvia Krobitsch, Donald Kufe, Bruce Lahn, Laimonis Laimins, Ernst Lengyel, Liming Li, Xiangquan Li, David Liebovitz, Yao Lin, Tom Lindner, Susan Lindquist, Jia-Jia Liu, Song Luo, Uroghupatel Lyegha, Jiyan Ma, Emin Maltepe, Violeta Marin, Sean Martin, Hirosata Mashima, Nitzan Mekel-Bobrov, Craig Meyers, Justin Modica, Milan Mrksich, Weston Msikita, Naohisa Oda, Yukie Oda, Kenichi Otani, Tiago Outeiro, Ravishankar Palanivelu, Chien-Yuan Pan, Tao Pan, Dawn Parsell, Nipam Patel, Maria Patino, Steven Patrie, Robert Petersen, Joseph Piccirilli, Kenneth Polonsky, Daphne Preuss, Christine Queitsch, Karen Raynor, Terry Reisine, Mridusmita Saikia, Yolanda Sanchez, Juan Sanchez-Cortes, Todd Sangster, Tokio Sanke, Paul Savage, Eric Schirmer, Jennifer Schmidt, Melanie Schroeder, Robert Schurr, Susumu Seino, Meghan Sharp, Jay Shrestha, Celeste Simon, Harinder Singh, Todd Slabey, Steven Smeekens, Gregory Snyder, Neal Sondheimer, Richard Spillman, Donald Steiner, Marcus Stoffel, Vikas Sukhatme, Sowmya Swaminathan, Jun Takeda, Luc Teyton, Craig Thompson, Richard Van Duyne, Elizabeth Vierling, Katinka Vigh, Nathalie Vionnet, Xiaoming Wang, Xiaoyu Wang, Ralph Weichselbaum, Robert Wollmann, Kunsan Xiang, Yuichiro Yamada, Kazuya Yamagata, Kazuki Yasuda, Adam Young, Dapeng Zhou, Yuping Zhou",2022-03-29 11:18:52, 03-T-005,,,0.0,,,left_only
59,135.0,03-A-019,"Massachusetts Institute of Technology (MIT), Whitehead Institute",Interinstitutional Agreement (IIA),"Tennant, Thelma","Stocco, Teana","Whitehead Institute, IIA, 2003 (Lindquist)",2.0,Out,AGR11865,Active,2009-11-23 00:00:00,2003-03-15 00:00:00,-1.0,2025-01-04 00:00:00,2009-11-23 00:00:00,No field defined,No,No,"00-T-026, 01-T-007, 01-T-036, 03-T-005, 03-T-006, 97-T-081, 98-T-009","Biochemistry and Molecular Biology, Biological Sciences Division (BSD)","Yury Chernoff, Shubhik DebBurman, Sylvia Krobitsch, Liming Li, Susan Lindquist, Jia-Jia Liu, Jiyan Ma, Tiago Outeiro, Maria Patino, Christine Queitsch, Todd Sangster, Eric Schirmer, Neal Sondheimer, Elizabeth Vierling, Robert Wollmann",2022-03-24 12:57:29, 03-T-006,,,0.0,,,left_only
60,137.0,03-A-019.A2,Whitehead Institute,Amendment,"Tennant, Thelma","Stocco, Teana",Amnd 2 - Whitehead Institute IIA Amendment 2 2003,1.0,Out,AGR11865,Active,2009-11-23 00:00:00,2009-11-23 00:00:00,-1.0,2029-02-09 00:00:00,2009-11-23 00:00:00,No field defined,No,No,"00-T-026, 01-T-007, 01-T-036, 03-T-005, 03-T-006, 97-T-081, 98-T-009","Biochemistry and Molecular Biology, Biological Sciences Division (BSD)","Yury Chernoff, Shubhik DebBurman, Sylvia Krobitsch, Liming Li, Susan Lindquist, Jia-Jia Liu, Jiyan Ma, Tiago Outeiro, Maria Patino, Christine Queitsch, Todd Sangster, Eric Schirmer, Neal Sondheimer, Elizabeth Vierling, Robert Wollmann",2021-11-11 19:32:45, 03-T-006,,,0.0,,,left_only
61,3571.0,85-A-001,Howard Hughes Medical Institute (HHMI),Interinstitutional Agreement (IIA),"Tennant, Thelma","Stocco, Teana",Master HHMI Agreement,1.0,Out,AGRHHMI,Active,2014-03-15 00:00:00,1985-01-01 00:00:00,0.0,,2014-03-15 00:00:00,Revised in March 2014 - IDs older than that fall under old agreement;,No,No,"00-T-026, 01-T-007, 01-T-014, 01-T-024, 01-T-036, 02-T-053, 02-T-074, 03-T-005, 03-T-006, 03-T-079, 03-T-123, 05-T-018, 05-T-029, 05-T-052, 05-T-053, 05-T-062, 05-T-072, 05-T-083, 06-T-024, 06-T-038, 06-T-113, 06-T-126, 06-T-135, 07-T-029, 07-T-030, 07-T-126, 08-T-016, 08-T-025, 08-T-042, 08-T-154, 09-T-012, 09-T-021, 09-T-120, 09-T-121, 10-T-041, 11-T-112, 11-T-125, 15-T-138, 17-T-026, 17-T-032, 17-T-033, 17-T-055, 17-T-115, 17-T-116, 17-T-126, 18-t-, 18-T-057, 18-T-083, 18-T-085, 18-T-188, 18-T-669, 18-T-689, 19-T-037, 19-T-065, 19-T-103, 19-T-121, 19-T-164, 21-T-003, 21-T-070, 21-T-080, 21-T-097, 21-T-108, 21-T-109, 21-T-142, 22-T-072, 22-T-140, 88-T-007, 89-T-023, 89-T-033, 89-T-039, 90-T-027, 90-T-028, 90-T-031, 91-T-013, 91-T-019, 91-T-027, 91-T-042, 91-T-047, 91-T-054, 92-T-024, 92-T-035, 92-T-040, 93-T-013, 93-T-028, 93-T-033, 93-T-034, 94-T-055, 96-T-046, 96-T-047, 96-T-054, 96-T-065, 96-T-086, 96-T-087, 96-T-089, 97-T-036, 97-T-063, 97-T-065, 97-T-080, 97-T-081, 98-T-009, 98-T-011, 98-T-046, 98-T-051, 99-T-032","Biochemistry and Molecular Biology, Biological Sciences Division (BSD), Chemistry, Comprehensive Cancer Center, Human Genetics, Medicine, Molecular Genetics and Cell Biology, Obstetrics and Gynecology, Pathology, Physical Sciences Division (PSD), Radiation and Cellular Oncology","Mary Ann Accavitti, Jeffrey Anker, Katinka Bahr, Lan Ban, Graeme Bell, Albert Bendelac, Eric Boerwinkle, Lawrence Boise, James Bonini, Kathy Borkovich, Christopher Bradfield, Laura Brass, Elizabeth Bray, Christopher Breder, Jason Brokaw, Andy Cal, Yury Chernoff, Patrick Concannon, Nancy Cox, Matthew Cummings, Kevin Currie, Qing Dai, Ramanuj DasGupta, Shubhik DebBurman, Linda Degenstein, Colin Duckett, Patrick Evans, Stefan Fajans, Aaron Fox, Elaine Fuchs, Hiroto Furuta, Enrique Garcia, Andrea Gashier, Uri Gat, Kent Golic, W. Hall, Dennis Hallahan, Robert Hammer, Craig Hanis, Manami Hara, Yoshinori Hinokio, Yukio Horikawa, Rustem Ismagilov, Naoko Iwasaki, Carl June, Kevin Keith, Haeyoung Kong, Anthony Kossiakoff, Sylvia Krobitsch, Donald Kufe, Bruce Lahn, Laimonis Laimins, Ernst Lengyel, Liming Li, Xiangquan Li, David Liebovitz, Yao Lin, Tom Lindner, Susan Lindquist, Jia-Jia Liu, Song Luo, Uroghupatel Lyegha, Jiyan Ma, Emin Maltepe, Violeta Marin, Sean Martin, Hirosata Mashima, Nitzan Mekel-Bobrov, Craig Meyers, Justin Modica, Milan Mrksich, Weston Msikita, Naohisa Oda, Yukie Oda, Kenichi Otani, Tiago Outeiro, Ravishankar Palanivelu, Chien-Yuan Pan, Tao Pan, Dawn Parsell, Nipam Patel, Maria Patino, Steven Patrie, Robert Petersen, Joseph Piccirilli, Kenneth Polonsky, Daphne Preuss, Christine Queitsch, Karen Raynor, Terry Reisine, Mridusmita Saikia, Yolanda Sanchez, Juan Sanchez-Cortes, Todd Sangster, Tokio Sanke, Paul Savage, Eric Schirmer, Jennifer Schmidt, Melanie Schroeder, Robert Schurr, Susumu Seino, Meghan Sharp, Jay Shrestha, Celeste Simon, Harinder Singh, Todd Slabey, Steven Smeekens, Gregory Snyder, Neal Sondheimer, Richard Spillman, Donald Steiner, Marcus Stoffel, Vikas Sukhatme, Sowmya Swaminathan, Jun Takeda, Luc Teyton, Craig Thompson, Richard Van Duyne, Elizabeth Vierling, Katinka Vigh, Nathalie Vionnet, Xiaoming Wang, Xiaoyu Wang, Ralph Weichselbaum, Robert Wollmann, Kunsan Xiang, Yuichiro Yamada, Kazuya Yamagata, Kazuki Yasuda, Adam Young, Dapeng Zhou, Yuping Zhou",2022-03-29 11:18:52, 03-T-006,,,0.0,,,left_only
62,135.0,03-A-019,"Massachusetts Institute of Technology (MIT), Whitehead Institute",Interinstitutional Agreement (IIA),"Tennant, Thelma","Stocco, Teana","Whitehead Institute, IIA, 2003 (Lindquist)",2.0,Out,AGR11865,Active,2009-11-23 00:00:00,2003-03-15 00:00:00,-1.0,2025-01-04 00:00:00,2009-11-23 00:00:00,No field defined,No,No,"00-T-026, 01-T-007, 01-T-036, 03-T-005, 03-T-006, 97-T-081, 98-T-009","Biochemistry and Molecular Biology, Biological Sciences Division (BSD)","Yury Chernoff, Shubhik DebBurman, Sylvia Krobitsch, Liming Li, Susan Lindquist, Jia-Jia Liu, Jiyan Ma, Tiago Outeiro, Maria Patino, Christine Queitsch, Todd Sangster, Eric Schirmer, Neal Sondheimer, Elizabeth Vierling, Robert Wollmann",2022-03-24 12:57:29, 98-T-009,,,0.0,,,left_only
63,137.0,03-A-019.A2,Whitehead Institute,Amendment,"Tennant, Thelma","Stocco, Teana",Amnd 2 - Whitehead Institute IIA Amendment 2 2003,1.0,Out,AGR11865,Active,2009-11-23 00:00:00,2009-11-23 00:00:00,-1.0,2029-02-09 00:00:00,2009-11-23 00:00:00,No field defined,No,No,"00-T-026, 01-T-007, 01-T-036, 03-T-005, 03-T-006, 97-T-081, 98-T-009","Biochemistry and Molecular Biology, Biological Sciences Division (BSD)","Yury Chernoff, Shubhik DebBurman, Sylvia Krobitsch, Liming Li, Susan Lindquist, Jia-Jia Liu, Jiyan Ma, Tiago Outeiro, Maria Patino, Christine Queitsch, Todd Sangster, Eric Schirmer, Neal Sondheimer, Elizabeth Vierling, Robert Wollmann",2021-11-11 19:32:45, 98-T-009,,,0.0,,,left_only
64,3571.0,85-A-001,Howard Hughes Medical Institute (HHMI),Interinstitutional Agreement (IIA),"Tennant, Thelma","Stocco, Teana",Master HHMI Agreement,1.0,Out,AGRHHMI,Active,2014-03-15 00:00:00,1985-01-01 00:00:00,0.0,,2014-03-15 00:00:00,Revised in March 2014 - IDs older than that fall under old agreement;,No,No,"00-T-026, 01-T-007, 01-T-014, 01-T-024, 01-T-036, 02-T-053, 02-T-074, 03-T-005, 03-T-006, 03-T-079, 03-T-123, 05-T-018, 05-T-029, 05-T-052, 05-T-053, 05-T-062, 05-T-072, 05-T-083, 06-T-024, 06-T-038, 06-T-113, 06-T-126, 06-T-135, 07-T-029, 07-T-030, 07-T-126, 08-T-016, 08-T-025, 08-T-042, 08-T-154, 09-T-012, 09-T-021, 09-T-120, 09-T-121, 10-T-041, 11-T-112, 11-T-125, 15-T-138, 17-T-026, 17-T-032, 17-T-033, 17-T-055, 17-T-115, 17-T-116, 17-T-126, 18-t-, 18-T-057, 18-T-083, 18-T-085, 18-T-188, 18-T-669, 18-T-689, 19-T-037, 19-T-065, 19-T-103, 19-T-121, 19-T-164, 21-T-003, 21-T-070, 21-T-080, 21-T-097, 21-T-108, 21-T-109, 21-T-142, 22-T-072, 22-T-140, 88-T-007, 89-T-023, 89-T-033, 89-T-039, 90-T-027, 90-T-028, 90-T-031, 91-T-013, 91-T-019, 91-T-027, 91-T-042, 91-T-047, 91-T-054, 92-T-024, 92-T-035, 92-T-040, 93-T-013, 93-T-028, 93-T-033, 93-T-034, 94-T-055, 96-T-046, 96-T-047, 96-T-054, 96-T-065, 96-T-086, 96-T-087, 96-T-089, 97-T-036, 97-T-063, 97-T-065, 97-T-080, 97-T-081, 98-T-009, 98-T-011, 98-T-046, 98-T-051, 99-T-032","Biochemistry and Molecular Biology, Biological Sciences Division (BSD), Chemistry, Comprehensive Cancer Center, Human Genetics, Medicine, Molecular Genetics and Cell Biology, Obstetrics and Gynecology, Pathology, Physical Sciences Division (PSD), Radiation and Cellular Oncology","Mary Ann Accavitti, Jeffrey Anker, Katinka Bahr, Lan Ban, Graeme Bell, Albert Bendelac, Eric Boerwinkle, Lawrence Boise, James Bonini, Kathy Borkovich, Christopher Bradfield, Laura Brass, Elizabeth Bray, Christopher Breder, Jason Brokaw, Andy Cal, Yury Chernoff, Patrick Concannon, Nancy Cox, Matthew Cummings, Kevin Currie, Qing Dai, Ramanuj DasGupta, Shubhik DebBurman, Linda Degenstein, Colin Duckett, Patrick Evans, Stefan Fajans, Aaron Fox, Elaine Fuchs, Hiroto Furuta, Enrique Garcia, Andrea Gashier, Uri Gat, Kent Golic, W. Hall, Dennis Hallahan, Robert Hammer, Craig Hanis, Manami Hara, Yoshinori Hinokio, Yukio Horikawa, Rustem Ismagilov, Naoko Iwasaki, Carl June, Kevin Keith, Haeyoung Kong, Anthony Kossiakoff, Sylvia Krobitsch, Donald Kufe, Bruce Lahn, Laimonis Laimins, Ernst Lengyel, Liming Li, Xiangquan Li, David Liebovitz, Yao Lin, Tom Lindner, Susan Lindquist, Jia-Jia Liu, Song Luo, Uroghupatel Lyegha, Jiyan Ma, Emin Maltepe, Violeta Marin, Sean Martin, Hirosata Mashima, Nitzan Mekel-Bobrov, Craig Meyers, Justin Modica, Milan Mrksich, Weston Msikita, Naohisa Oda, Yukie Oda, Kenichi Otani, Tiago Outeiro, Ravishankar Palanivelu, Chien-Yuan Pan, Tao Pan, Dawn Parsell, Nipam Patel, Maria Patino, Steven Patrie, Robert Petersen, Joseph Piccirilli, Kenneth Polonsky, Daphne Preuss, Christine Queitsch, Karen Raynor, Terry Reisine, Mridusmita Saikia, Yolanda Sanchez, Juan Sanchez-Cortes, Todd Sangster, Tokio Sanke, Paul Savage, Eric Schirmer, Jennifer Schmidt, Melanie Schroeder, Robert Schurr, Susumu Seino, Meghan Sharp, Jay Shrestha, Celeste Simon, Harinder Singh, Todd Slabey, Steven Smeekens, Gregory Snyder, Neal Sondheimer, Richard Spillman, Donald Steiner, Marcus Stoffel, Vikas Sukhatme, Sowmya Swaminathan, Jun Takeda, Luc Teyton, Craig Thompson, Richard Van Duyne, Elizabeth Vierling, Katinka Vigh, Nathalie Vionnet, Xiaoming Wang, Xiaoyu Wang, Ralph Weichselbaum, Robert Wollmann, Kunsan Xiang, Yuichiro Yamada, Kazuya Yamagata, Kazuki Yasuda, Adam Young, Dapeng Zhou, Yuping Zhou",2022-03-29 11:18:52, 98-T-009,,,0.0,,,left_only
65,141.0,03-A-021,Argonne National Laboratory,Interinstitutional Agreement (IIA),"Muite, Kevin","Stocco, Teana",Argonne National Laboratory IIA 2003,1.0,Out,AGR11871,Active,2006-02-26 00:00:00,2003-05-16 10:00:00,-1.0,2024-04-19 00:00:00,2006-02-26 00:00:00,"Materials, equipment and methods that include functionality for localized catheter cooling to induce cell-protective hypothermia.",No,No,02-T-013,,"Jeffrey Frank, Kenneth Kasza, Robert Macdonald, Axel Rosengart, Wenhua Yu",2021-11-11 19:32:31,02-T-013,,,0.0,,,left_only
66,142.0,03-A-021.A1,Argonne National Laboratory,Amendment,"Muite, Kevin","Stocco, Teana",Amnd 1 - Argonne National Laboratory IIA 2003,1.0,Out,AGR11871,Active,2006-02-26 00:00:00,2006-02-26 12:00:00,-1.0,2024-04-17 00:00:00,2006-02-26 12:00:00,"Materials, equipment and methods that include functionality for localized catheter colling to induce cell-protective hypothermia.",No,No,02-T-013,,"Jeffrey Frank, Kenneth Kasza, Robert Macdonald, Axel Rosengart, Wenhua Yu",2021-11-11 19:32:31,02-T-013,,,0.0,,,left_only
67,144.0,03-A-022.A1,"BioLegend, Inc. (fka Covance)",Amendment,"Tennant, Thelma","Stocco, Teana",Amnd 1 - BioLegend Non-Exclusive Amendment 2009,1.0,Out,AGR11868,Active,2009-08-17 00:00:00,2009-08-18 00:00:00,20.0,2023-05-01 00:00:00,2009-08-17 00:00:00,"Commercial sale of Licensed Product for use as in vitro research reagents, specifically excluding regulatory approved diagnostic and pharmaceutical products.",No,No,"89-T-022, 93-T-023","Biological Sciences Division (BSD), Comprehensive Cancer Center, Medicine, Pathology, Pulmonary/Critical Care","Jeffrey Bluestone, Deborah Lenschow, Anne Sperling, Gloria Su",2021-11-01 11:40:20,89-T-022,,,0.0,89-D-022,Jeffrey Bluestone,both
68,728.0,12-A-091,"Affymetrix, Inc., Life Technologies Corporation (fka Affinity Bio, eBioScience, and Thermo Fisher), Thermo Fisher Scientific (fka eBioScience)",Non-Exclusive License - Tangible Property,"Tennant, Thelma","Stocco, Teana","eBioscience, Inc., Non-Exclusive License - Tangible Property, 2012 (Bluestone)",3.0,Out,AGR12273 LTC#5939,Active,2012-06-11 00:00:00,2012-06-08 00:00:00,15.0,2027-06-08 00:00:00,2012-06-11 00:00:00,Antibody UC3-10A6 Hamster IgG,No,No,89-T-022,"Biological Sciences Division (BSD), Pathology",Jeffrey Bluestone,2022-03-23 23:07:30,89-T-022,,,0.0,89-D-022,Jeffrey Bluestone,both
69,144.0,03-A-022.A1,"BioLegend, Inc. (fka Covance)",Amendment,"Tennant, Thelma","Stocco, Teana",Amnd 1 - BioLegend Non-Exclusive Amendment 2009,1.0,Out,AGR11868,Active,2009-08-17 00:00:00,2009-08-18 00:00:00,20.0,2023-05-01 00:00:00,2009-08-17 00:00:00,"Commercial sale of Licensed Product for use as in vitro research reagents, specifically excluding regulatory approved diagnostic and pharmaceutical products.",No,No,"89-T-022, 93-T-023","Biological Sciences Division (BSD), Comprehensive Cancer Center, Medicine, Pathology, Pulmonary/Critical Care","Jeffrey Bluestone, Deborah Lenschow, Anne Sperling, Gloria Su",2021-11-01 11:40:20, 93-T-023,,,0.0,,,left_only
70,3188.0,21-A-012,"Absolute Antibody,Ltd.",Non-Exclusive License - Tangible Property,"Tennant, Thelma","Stocco, Teana","Absolute Antibody, Non-Exclusive License- Tangible Property, 2020 (many)",1.0,Out,,Active,2020-07-28 00:00:00,2020-07-28 00:00:00,20.0,2040-07-28 00:00:00,2020-07-30 00:00:00,"commercial use for use as in vitro research reagents, specifically excluding regulatory approved diagnostic and pharmaceutical products.",No,No,"00-T-017, 00-T-033, 01-T-041, 01-T-043, 01-T-044, 02-T-023, 03-T-069, 03-T-070, 03-T-071, 03-T-072, 03-T-073, 03-T-074, 09-T-072, 12-T-091, 14-T-071, 80-T-007, 86-T-011, 88-T-010, 89-T-022, 93-T-005, 93-T-023, 95-T-070, 98-T-056, 99-T-029","Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Comprehensive Cancer Center, Medicine, Neurology, Office of Shared Research Facilities, Pathology, Pulmonary/Critical Care, Surgery","Irina Balyasnikova, Jeffrey Bluestone, Wonhwa Cho, Frank Collart, Eugene DeSombre, Deno Dialynas Trust, Dean Edwards, Frank Fitch, Geoffrey Greene, Wendy Havran, Eliezer Huberman, David Lancki, Alan Leff, Deborah Lenschow, Maciej Lesniak, Michael Loken, Carol McShan, Maria Nilda Munoz, Judith Smith, Anne Sperling, Alan Stall, Gloria Su, Wei-Jen Tang, Richard Thistlethwaite, Derek Wainwright, Chyung-Ru Wang",2022-03-16 11:36:27, 93-T-023,,,0.0,,,left_only
71,146.0,03-A-024.A1,"BioLegend, Inc. (fka Covance)",Amendment,"Tennant, Thelma","Stocco, Teana","BioLegend, Inc. Non-Exclusive 2009",1.0,Out,AGR11869,Active,2009-08-22 00:00:00,2003-05-01 00:00:00,20.0,2023-05-01 00:00:00,2009-08-22 00:00:00,"Commercial sale of Licensed Product for use as in vitro research reagents, specifically excluding regulatory approved diagnostic and pharmaceutical products.",No,No,98-T-056,"Biological Sciences Division (BSD), Pathology","Deno Dialynas Trust, Frank Fitch",2020-03-16 13:15:23,98-T-056,,,0.0,98-D-056,Frank Fitch,both
72,1872.0,18-A-035,"EXBIO Praha, a.s.",Non-Exclusive License - All Fields,"Tennant, Thelma","Stocco, Teana","EXBIO, Non-Exclusive License Agreement - All Fields, 2018 (Fitch)",1.0,Out,AGR12521,Active,2018-01-22 00:00:00,2018-01-22 00:00:00,20.0,2038-01-22 00:00:00,2018-02-22 00:00:00,"Licensed Products or Conjugated Licensed Products for in vitro research purposes only, specifically excluding human diagnostics and pharmaceutical products",No,No,98-T-056,"Biological Sciences Division (BSD), Pathology","Deno Dialynas Trust, Frank Fitch",2022-04-12 11:37:48,98-T-056,,,0.0,98-D-056,Frank Fitch,both
73,3029.0,19-A-0122,Proteintech Group,Non-Exclusive License - Tangible Property,"Tennant, Thelma","Stocco, Teana","Proteintech Group, Non-Exclusive License-Tangible Property, 2020 (Fitch)",1.0,Out,,Active,2020-01-31 00:00:00,2020-01-31 00:00:00,10.0,2030-01-31 00:00:00,2020-01-31 00:00:00,ANNUAL MIN $300,No,No,98-T-056,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Pathology","Deno Dialynas Trust, Frank Fitch",2022-04-19 10:53:23,98-T-056,Revenue,300.0,1.0,98-D-056,Frank Fitch,both
74,167.0,03-A-048,"Hologic, Inc. (fka R2 Technology)",Non-Exclusive License - All Fields,"Juggernauth, Anne","Stocco, Teana","R2 Technology, Inc. Non-Exclsuive 2003",1.0,Out,AGR11901,Active,2003-11-21 00:00:00,2003-11-21 00:00:00,-1.0,2022-10-16 00:00:00,2003-11-21 00:00:00,computer-based organ segmentation in the human body and/or the computer-aided detection of three-dimensionally extended organ lesions in the human body.,No,Yes,"01-T-058, 03-T-032, 03-T-033, 03-T-034, 03-T-035","Biological Sciences Division (BSD), Comprehensive Cancer Center, Gastroenterology, Hepatology & Nutrition, Medicine, Radiology, University of Chicago","Abraham Dachman, Hans Frimmel, Li Lan, Peter MacEneaney, Yoshitaka Masutani, Janne Nappi, David Rubin, Hiroyuki Yoshida",2021-11-11 19:32:14,01-T-058,,,0.0,01-D-058,Hiroyuki Yoshida,both
75,167.0,03-A-048,"Hologic, Inc. (fka R2 Technology)",Non-Exclusive License - All Fields,"Juggernauth, Anne","Stocco, Teana","R2 Technology, Inc. Non-Exclsuive 2003",1.0,Out,AGR11901,Active,2003-11-21 00:00:00,2003-11-21 00:00:00,-1.0,2022-10-16 00:00:00,2003-11-21 00:00:00,computer-based organ segmentation in the human body and/or the computer-aided detection of three-dimensionally extended organ lesions in the human body.,No,Yes,"01-T-058, 03-T-032, 03-T-033, 03-T-034, 03-T-035","Biological Sciences Division (BSD), Comprehensive Cancer Center, Gastroenterology, Hepatology & Nutrition, Medicine, Radiology, University of Chicago","Abraham Dachman, Hans Frimmel, Li Lan, Peter MacEneaney, Yoshitaka Masutani, Janne Nappi, David Rubin, Hiroyuki Yoshida",2021-11-11 19:32:14, 03-T-032,,,0.0,,,left_only
