,Tech_ID,Title,Serial_Number,Patent_Number,Country,Country_WIPO_ID,File_Date,Issue_Date,Publication_Number,Date_Actually_Filed,Internal_ID,Entity_Size,Priority_Date,Status_Date,Is_Priority,Last_Related_Update,Status,Lawfirm,Attorney,Legal_Reference_Number,Inventors,Application_Type,Created_Date,Docket_No,Expire_Date,IP_Manager,Lead_Inventor,Licensing_Manager,Primary_Key,Publication_Date,Technology_Key,Licensed
1117,04-T-060,Bacterial Glycolipid Activation of CD 1d-Restricted NKT Cells,"2,593,715", ,Canada,CA,1/26/2006,, ,9/18/2008,1237-033,Small,1/28/2005,,No,6/8/2022,Pending,Merchant & Gould,, ,"Albert Bendelac, Paul Savage, Luc Teyton",Nationalized PCT,4/12/2018,1237-033,1/26/2026,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",610681,,582276,Yes
1118,04-T-060,Bacterial Glycolipid Activation of CD 1d-Restricted NKT Cells,PI06072992, ,Brazil,BR,1/26/2006,, ,9/18/2008,1237-034,Small,1/28/2005,,No,6/8/2022,Pending,Merchant & Gould,, ,"Albert Bendelac, Paul Savage, Luc Teyton",Nationalized PCT,4/12/2018,1237-034,1/26/2026,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",610682,,582276,Yes
1119,04-T-060,Bacterial Glycolipid Activation of CD 1d-Restricted NKT Cells,2006211485,2006211485,Australia,AU,1/26/2006,7/28/2011, ,9/10/2008,1237-035,Small,1/28/2005,,No,6/8/2022,Issued,Merchant & Gould,, ,"Albert Bendelac, Paul Savage, Luc Teyton",Nationalized PCT,4/12/2018,1237-035,1/26/2026,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",610683,,582276,Yes
1120,04-T-060,Bacterial Glycolipid Activation of CD1d-Restricted NKT Cells,"60/648,153", ,*United States,US,1/28/2005,, ,1/28/2005,1237-005,Small,1/28/2005,,Yes,6/8/2022,Expired - Inactive,Merchant & Gould,"Ward, Wendy", ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Provisional,4/12/2018,1237-005,1/28/2006,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",610684,,582276,Yes
1121,04-T-060,Compositions and Methods for Stimulation of CD1k-Restricted NKT,"60/699,980", ,*United States,US,7/15/2005,, ,7/15/2005,1237-006,Small,7/15/2005,,Yes,6/8/2022,Expired - Inactive,Michael Best & Friedrich LLP,,092234-9003-001,"Albert Bendelac, Paul Savage, Luc Teyton",Provisional,4/12/2018,1237-006,7/15/2006,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",611007,,582276,Yes
1122,04-T-060,Method of Activating NKT Cells,"60/606,941", ,*United States,US,9/3/2004,, ,9/3/2004,1237-004,Small,9/3/2004,,Yes,6/8/2022,Expired - Inactive,Merchant & Gould,"Ward, Wendy", ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Provisional,4/12/2018,1237-004,9/3/2005,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",612515,,582276,Yes
1123,04-T-060,Methods for Activating NKT Cells,"11/218,906","7,998,739",*United States,US,9/2/2005,8/16/2011,US-2006-0073118 A1,9/2/2005,1237-007,None,9/3/2004,8/16/2011,No,6/8/2022,Issued,Merchant & Gould,, ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",US Utility,4/12/2018,1237-007,11/12/2027,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613156,4/6/2006,582276,Yes
1124,04-T-060,Methods of Activating NKT Cells,PCT/US05/31407, ,*United States,US,9/2/2005,,WO3006/029010,9/2/2005,1237-008,None,9/3/2004,,No,6/8/2022,Expired - Inactive,Merchant & Gould,"Ward, Wendy", ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",PCT,4/12/2018,1237-008,3/4/2007,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613291,3/16/2006,582276,Yes
1125,04-T-060,Methods of Activating NKT Cells,"12/901,971", ,*United States,US,9/2/2005,,US-2011-0082106-A1,10/11/2010,1237-027,None,9/3/2004,,No,6/8/2022,Abandoned,Merchant & Gould,, ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Divisional,4/12/2018,1237-027,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613292,4/7/2011,582276,Yes
1126,04-T-060,Methods of Activating NKT Cells,05810863.0EPO,1786439,European Patent Office (EPO),EP,9/2/2005,4/14/2010,1786439,3/20/2007,1237-011,None,9/3/2004,,No,6/8/2022,Expired - Inactive,Merchant & Gould,, ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Nationalized PCT,4/12/2018,1237-011,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613293,5/23/2007,582276,Yes
1127,04-T-060,Methods of Activating NKT Cells,"2,578,052", ,Canada,CA,9/2/2005,, ,5/3/2007,1237-012,None,9/3/2004,,No,6/8/2022,Pending,Merchant & Gould,, ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Nationalized PCT,4/12/2018,1237-012,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613294,3/16/2006,582276,Yes
1128,04-T-060,Methods of Activating NKT Cells,2007-530414, ,Japan,JP,9/2/2005,, ,7/12/2007,1237-013,None,9/3/2004,,No,6/8/2022,Pending,Merchant & Gould,, ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Nationalized PCT,4/12/2018,1237-013,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613295,,582276,Yes
1129,04-T-060,Methods of Activating NKT Cells,2005282684,2005282684,Australia,AU,9/2/2005,6/23/2011, ,7/12/2007,1237-014,None,9/3/2004,,No,6/8/2022,Issued,Merchant & Gould,, ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Nationalized PCT,4/12/2018,1237-014,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613296,,582276,Yes
1130,04-T-060,Methods of Activating NKT Cells,05810863.0BE,1786439,Belgium,BE,9/2/2005,4/14/2010, ,4/14/2010,1237-015,None,9/3/2004,,No,6/8/2022,Issued,Merchant & Gould,"Ward, Wendy", ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Validated EPO,4/12/2018,1237-015,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613297,,582276,Yes
1131,04-T-060,Methods of Activating NKT Cells,05810863.0DK,1786439,Denmark,DK,9/2/2005,4/14/2010, ,4/14/2010,1237-016,None,9/3/2004,,No,6/8/2022,Issued,Merchant & Gould,"Ward, Wendy", ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Validated EPO,4/12/2018,1237-016,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613298,,582276,Yes
1132,04-T-060,Methods of Activating NKT Cells,05810863.0FI,1786439,Finland,FI,9/2/2005,4/14/2010, ,4/14/2010,1237-017,None,9/3/2004,,No,6/8/2022,Issued,Merchant & Gould,"Ward, Wendy", ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Validated EPO,4/12/2018,1237-017,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613299,,582276,Yes
1133,04-T-060,Methods of Activating NKT Cells,05810863.0FR,1786439,France,FR,9/2/2005,4/14/2010, ,4/14/2010,1237-018,None,9/3/2004,,No,6/8/2022,Issued,Merchant & Gould,"Ward, Wendy", ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Validated EPO,4/12/2018,1237-018,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613300,,582276,Yes
1134,04-T-060,Methods of Activating NKT Cells,05810863.0DE,1786439,Germany,DE,9/2/2005,4/14/2010, ,4/14/2010,1237-019,None,9/3/2004,,No,6/8/2022,Issued,Merchant & Gould,"Ward, Wendy", ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Validated EPO,4/12/2018,1237-019,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613301,,582276,Yes
1135,04-T-060,Methods of Activating NKT Cells,05810863.0IT,1786439,Italy,IT,9/2/2005,4/14/2010, ,4/14/2010,1237-020,None,9/3/2004,,No,6/8/2022,Issued,Merchant & Gould,"Ward, Wendy", ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Validated EPO,4/12/2018,1237-020,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613302,,582276,Yes
1136,04-T-060,Methods of Activating NKT Cells,05810863.0LU,1786439,Luxembourg,LU,9/2/2005,4/14/2010, ,4/14/2010,1237-021,None,9/3/2004,,No,6/8/2022,Issued,Merchant & Gould,"Ward, Wendy", ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Validated EPO,4/12/2018,1237-021,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613303,,582276,Yes
1137,04-T-060,Methods of Activating NKT Cells,05810863.0NL,1786439,Netherlands,NL,9/2/2005,4/14/2010, ,4/14/2010,1237-022,None,9/3/2004,,No,6/8/2022,Issued,Merchant & Gould,"Ward, Wendy", ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Validated EPO,4/12/2018,1237-022,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613304,,582276,Yes
1138,04-T-060,Methods of Activating NKT Cells,05810863.0ES,1786439,Spain,ES,9/2/2005,4/14/2010, ,4/14/2010,1237-036,None,9/3/2004,,No,6/8/2022,Issued,Merchant & Gould,"Ward, Wendy", ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Validated EPO,4/12/2018,1237-036,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613305,,582276,Yes
1139,04-T-060,Methods of Activating NKT Cells,05810863.0SE,1786439,Sweden,SE,9/2/2005,4/14/2010, ,4/14/2010,1237-037,None,9/3/2004,,No,6/8/2022,Issued,Merchant & Gould,"Ward, Wendy", ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Validated EPO,4/12/2018,1237-037,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613306,,582276,Yes
1140,04-T-060,Methods of Activating NKT Cells,05810863.0CH,1786439,Switzerland,CH,9/2/2005,4/14/2010, ,4/14/2010,1237-038,None,9/3/2004,,No,6/8/2022,Issued,Merchant & Gould,"Ward, Wendy", ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Validated EPO,4/12/2018,1237-038,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613307,,582276,Yes
1141,04-T-060,Methods of Activating NKT Cells,05810863.0GB,1786439,United Kingdom,GB,9/2/2005,4/14/2010, ,4/14/2010,1237-026,None,9/3/2004,,No,6/8/2022,Issued,Merchant & Gould,"Ward, Wendy", ,"Albert Bendelac, Paul Savage, Luc Teyton, Dapeng Zhou",Validated EPO,4/12/2018,1237-026,9/2/2025,"Dembo, Anna",Albert Bendelac,"Tennant, Thelma",613308,,582276,Yes
1142,04-T-061,Methods and Compositions for Modulating Medial Lateral Neuronal Topographic Maps,PCT/US06/11711, ,*United States,US,3/31/2006,,WO 2006/105325,3/31/2006,1238-002,Small,3/31/2005,,No,4/28/2022,Expired - Inactive,Michael Best & Friedrich LLP,"Fahrlander, Jill",092234-9032-004,Yimin Zou,PCT,4/12/2018,1238-002,9/30/2007,"Unassigned, Unassigned",Yimin Zou,"Unassigned, Unassigned",612802,10/5/2006,582277,Yes
1143,04-T-061,Methods and Compositions for Modulating medial-Lateral Neuronal Topographic Maps,"11/904,594", ,*United States,US,3/31/2006,,US-2008-0132441-A1,7/27/2007,1238-003,Small,3/31/2005,,No,4/28/2022,Abandoned,Michael Best & Friedrich LLP,,092234-9032-003,Yimin Zou,Nationalized PCT,4/12/2018,1238-003,3/31/2026,"Unassigned, Unassigned",Yimin Zou,"Unassigned, Unassigned",612803,6/5/2008,582277,Yes
1144,04-T-061,Methods and Compositions for Modulating Medial-Lateral Neuronal topographic Maps,06758229.6EPO, ,European Patent Office (EPO),EP,3/31/2006,,1871407,10/31/2007,1238-004,Small,3/31/2005,,No,4/28/2022,Abandoned,Michael Best & Friedrich LLP,,092234-9032-001,Yimin Zou,Nationalized PCT,4/12/2018,1238-004,10/31/2027,"Unassigned, Unassigned",Yimin Zou,"Unassigned, Unassigned",612804,1/2/2008,582277,Yes
1145,04-T-061,WNT-RYK Signaling Mediates Medial-Lateral Retinotectal Topographic Mapping,"60/666,989", ,*United States,US,3/31/2005,, ,3/31/2005,1238-001,Small,3/31/2005,,Yes,4/28/2022,Expired - Inactive,Michael Best & Friedrich LLP,"Fahrlander, Jill",092234-9032-002,Yimin Zou,Provisional,4/12/2018,1238-001,3/31/2006,"Unassigned, Unassigned",Yimin Zou,"Unassigned, Unassigned",615395,,582277,Yes
1146,04-T-062,Methods and Compositions Involving LCRV Proteins,"60/632,590", ,*United States,US,12/2/2004,, ,12/2/2004,1239-001,Small,12/2/2004,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Krisitin DeBord, R. William DePaolo, Bana Jabri, Elizabeth Morrin, Katie Overheim, Olaf Schneewind",Provisional,4/12/2018,1239-001,12/2/2005,"Peace, Shane",Olaf Schneewind,"Ginsburg, Eric",612960,,582278,Yes
1147,04-T-062,Methods and Compositions Involving LcrV Proteins,PCT/US05/43779, ,*United States,US,12/2/2005,,WO 2006/060728 A2,12/2/2005,1239-002,Small,12/2/2004,,No,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Deborah Anderson, Robert Brubaker, Krisitin DeBord, R. William DePaolo, Bana Jabri, Elizabeth Morrin, Katie Overheim, Olaf Schneewind",PCT,4/12/2018,1239-002,6/2/2007,"Peace, Shane",Olaf Schneewind,"Ginsburg, Eric",612961,6/8/2006,582278,Yes
1148,04-T-062,Methods and Compositions Involving LcrV Proteins,"11/293,024","7,875,280",*United States,US,12/2/2005,1/25/2011,US2006-0177464-A1,12/2/2005,1239-003,Small,12/2/2004,1/25/2011,No,6/9/2022,Issued,Norton Rose Fulbright US LLP,"Shishima, Gina", ,"Deborah Anderson, Robert Brubaker, Krisitin DeBord, R. William DePaolo, Bana Jabri, Elizabeth Morrin, Katie Overheim, Olaf Schneewind",US Utility,4/12/2018,1239-003,7/23/2027,"Peace, Shane",Olaf Schneewind,"Ginsburg, Eric",612962,8/10/2006,582278,Yes
1149,04-T-063,Treatment of Lupus and Lupus Nephritis,"60/578,807", ,*United States,US,6/10/2004,, ,6/10/2004,1240-001,Small,6/10/2004,,Yes,4/28/2022,Expired - Inactive,Michael Best & Friedrich LLP,"Fahrlander, Jill",092234-9007-001,Richard Quigg,Provisional,4/12/2018,1240-001,6/10/2005,"Unassigned, Unassigned",Richard Quigg,"Unassigned, Unassigned",615045,,582279,Yes
1150,04-T-066,Methods and Compositions for the Depletion of CD4+ Cells and Treatment of Cancers,"60/625,281", ,*United States,US,11/5/2004,, ,11/5/2004,1243-001,Small,11/5/2004,,Yes,4/28/2022,Expired - Inactive,Norton Rose Fulbright US LLP,"Wilson, Mark", ,Yang-Xin Fu,Provisional,4/12/2018,1243-001,11/5/2005,"Sun, Han",Yang-Xin Fu,"Tennant, Thelma",612861,,582282,Yes
1151,04-T-067,System and Method of Obtaining Entrained Cylindrical Fluid Flow,"60/648,102", ,*United States,US,1/27/2005,, ,1/27/2005,1244-001,Small,1/27/2005,,Yes,4/28/2022,Expired - Inactive,Brinks Gilson & Lione,"Penn, Amir",00108,"Alfonso Ganan-Calvo, Eric Ginsburg, Jose Lopez-Herrera, Wendy Zhang",Provisional,4/12/2018,1244-001,1/27/2006,"Unassigned, Unassigned",Wendy Zhang,"Unassigned, Unassigned",614793,,582283,Yes
1152,04-T-067,System and Method of Obtaining Entrained Cylindrical Fluid Flow,"11/341,096", ,*United States,US,1/27/2006,,US-2006-0234051-A1,1/27/2006,1244-002,Small,1/27/2005,,No,4/28/2022,Abandoned,Brinks Gilson & Lione,"Penn, Amir",00156,"Alfonso Ganan-Calvo, Piotr Garstecki, Eric Ginsburg, Miguel-Angel Herrada-Gutierrez, Jose Lopez-Herrera, Pascual Riesco-Chueca, Wendy Zhang",US Utility,4/12/2018,1244-002,1/27/2026,"Unassigned, Unassigned",Wendy Zhang,"Unassigned, Unassigned",614794,10/19/2006,582283,Yes
1153,04-T-070,"An Anti-Inflammatory, Cytoprotective Factor Derivable From a Probiotic Organism","60/945,010", ,*United States,US,6/19/2007,, ,6/19/2007,1247-001,None,6/19/2007,,Yes,4/28/2022,Expired - Inactive,"Marshall, Gerstein & Borun","Merkel, William",40367,"Eugene Chang, Elaine Petrof",Provisional,4/12/2018,1247-001,6/19/2008,"Dembo, Anna",Eugene Chang,"Butler, Brittany",610316,,582286,Yes
1154,04-T-070,"An Anti-Inflammatory, Cytoprotective Factor Derivable From a Probiotic Organism",PCT/US08/67552, ,*United States,US,6/19/2008,, ,6/19/2008,1247-002,None,6/19/2007,,No,4/28/2022,Expired - Inactive,"Marshall, Gerstein & Borun","Merkel, William",40637A-PC,"Eugene Chang, Elaine Petrof",PCT,4/12/2018,1247-002,12/19/2009,"Dembo, Anna",Eugene Chang,"Butler, Brittany",610317,,582286,Yes
1155,04-T-072,Modulation of Microbial Pathogen-Host Cell Interactions,"60/687,537", ,*United States,US,6/3/2005,, ,6/3/2005,1249-001,Small,6/3/2005,,Yes,4/28/2022,Expired - Inactive,"Marshall, Gerstein & Borun","Merkel, William",40357,"John Alverdy, Richard Wu",Provisional,4/12/2018,1249-001,6/3/2006,"Dembo, Anna",John Alverdy,"Tennant, Thelma",613483,,582288,Yes
1156,04-T-072,Modulation of Microbial Pathogen-Host Cell Interactions,PCT/US06/21442, ,*United States,US,6/2/2006,,WO 2006/132963,6/2/2006,1249-002,Small,6/3/2005,,No,4/28/2022,Expired - Inactive,"Marshall, Gerstein & Borun","Merkel, William",40357A-PC,John Alverdy,PCT,4/12/2018,1249-002,12/3/2007,"Dembo, Anna",John Alverdy,"Tennant, Thelma",613484,12/14/2006,582288,Yes
1157,04-T-072,Modulation of Microbial Pathogen-Host Cell Interactions,"11/445,743", ,*United States,US,6/2/2006,,US 2007-0059272 A1,6/2/2006,1249-003,Small,6/3/2005,,No,4/28/2022,Abandoned,"Marshall, Gerstein & Borun","Merkel, William",40357A,John Alverdy,US Utility,4/12/2018,1249-003,6/3/2025,"Dembo, Anna",John Alverdy,"Tennant, Thelma",613485,3/15/2007,582288,Yes
1158,04-T-072,Modulation of Microbial Pathogen-Host Cell Interactions,"2,610,951", ,Canada,CA,6/2/2006,, ,12/5/2007,1249-004,Small,6/3/2005,,No,4/28/2022,Abandoned,"Marshall, Gerstein & Borun","Merkel, William",40357A-CA,John Alverdy,Nationalized PCT,4/12/2018,1249-004,12/3/2026,"Dembo, Anna",John Alverdy,"Tennant, Thelma",613486,,582288,Yes
1159,04-T-072,Modulation of Microbial Pathogen-Host Cell Interactions,06771937.7EPO, ,European Patent Office (EPO),EP,6/2/2006,,1 906 838,2/19/2008,1249-005,Small,6/3/2005,,No,4/28/2022,Abandoned,"Marshall, Gerstein & Borun","Merkel, William",40357A-EP,John Alverdy,Nationalized PCT,4/12/2018,1249-005,12/3/2026,"Dembo, Anna",John Alverdy,"Tennant, Thelma",613487,4/9/2008,582288,Yes
1160,04-T-072,Modulation of Microbial Pathogen-Host Cell Interactions,MX/a/2007/015262, ,Mexico,MX,6/2/2006,, ,1/29/2008,1249-006,Small,6/3/2005,,No,4/28/2022,Abandoned,"Marshall, Gerstein & Borun","Merkel, William",40357A-MX,John Alverdy,Nationalized PCT,4/12/2018,1249-006,12/3/2026,"Dembo, Anna",John Alverdy,"Tennant, Thelma",613488,,582288,Yes
1161,04-T-072,Modulation of Microbial Pathogen-Host Cell Interactions,2006255274, ,Australia,AU,6/2/2006,,AU6255274AA,5/9/2008,1249-007,Small,6/3/2005,,No,4/28/2022,Abandoned,"Marshall, Gerstein & Borun","Merkel, William",40357A-AU,John Alverdy,Nationalized PCT,4/12/2018,1249-007,12/3/2026,"Dembo, Anna",John Alverdy,"Tennant, Thelma",613489,12/14/2006,582288,Yes
1162,04-T-073,Transcriptional Targeting of Adenoviral Delivered Tumor Necrosis Factor Alpha by Temozolomide in Experimental Glioblastoma,"60/604,251", ,*United States,US,8/25/2004,, ,8/25/2004,1250-001,None,8/25/2004,,Yes,4/28/2022,Expired Prov - Filed PCT,"Valauskas Corder, LLC",, ,"Donald Kufe, Ralph Weichselbaum",Provisional,4/12/2018,1250-001,8/25/2005,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",614930,,582289,Yes
1163,04-T-073,Use of the Combination Comprising Temozolomide and TNF-Alpha for Treating Glioblastoma,PCT/US05/30238, ,*United States,US,8/25/2005,,WO 2006/026348,8/25/2005,1250-002,Small,8/25/2004,,No,4/28/2022,Expired PCT - Nationalized,"Valauskas Corder, LLC",, ,"Donald Kufe, Ralph Weichselbaum, Bakhtiar Yamini",PCT,4/12/2018,1250-002,2/25/2007,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",615298,3/9/2006,582289,Yes
1164,04-T-073,Use of the Combination Comprising Temozolomide and TNF-Alpha for Treating Glioblastoma,"11/574,108", ,*United States,US,8/25/2005,,US-2007-0212298-A1,5/11/2007,1250-003,Small,8/25/2004,,No,4/28/2022,Abandoned,"Valauskas Corder, LLC",, ,"Donald Kufe, Ralph Weichselbaum, Bakhtiar Yamini",Nationalized PCT,4/12/2018,1250-003,8/25/2025,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",615299,9/13/2007,582289,Yes
1165,04-T-073,Use of the Combination Comprising Temozolomide and TNF-Alpha for Treating Glioblastoma,"2,577,550","2,577,550",Canada,CA,8/25/2005,10/16/2012, ,4/19/2007,1250-004,Small,8/25/2004,,No,4/28/2022,Abandoned,"Valauskas Corder, LLC",, ,"Donald Kufe, Ralph Weichselbaum, Bakhtiar Yamini",Nationalized PCT,4/12/2018,1250-004,8/25/2025,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",615300,,582289,Yes
1166,04-T-073,Use of the Combination Comprising Temozolomide and TNF-Alpha for Treating Glioblastoma,05804363.9EPO,1781284,European Patent Office (EPO),EP,8/25/2005,10/13/2010,1781284,4/20/2007,1250-005,Small,8/25/2004,,No,4/28/2022,Expired - Inactive,"Valauskas Corder, LLC",, ,"Donald Kufe, Ralph Weichselbaum",Nationalized PCT,4/12/2018,1250-005,10/13/2010,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",615301,5/9/2007,582289,Yes
1167,04-T-073,Use of the Combination Comprising Temozolomide and TNF-Alpha for Treating Glioblastoma,"12/971,953", ,*United States,US,8/25/2005,,US-2011-0091375-A1,12/17/2010,1250-006,Small,8/25/2004,,No,4/28/2022,Abandoned,"Valauskas Corder, LLC",, ,"Donald Kufe, Ralph Weichselbaum, Bakhtiar Yamini",Continuation,4/12/2018,1250-006,8/25/2025,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",615302,4/21/2011,582289,Yes
1168,04-T-073,Use of the Combination Comprising Temozolomide and TNF-Alpha for Treating Glioblastoma,05804363.9DE,1781284,Germany,DE,8/25/2005,10/13/2010,1781284,10/13/2010,1250-007,Small,8/25/2004,,No,4/28/2022,Abandoned,"Valauskas Corder, LLC",, ,"Donald Kufe, Ralph Weichselbaum",Validated EPO,4/12/2018,1250-007,8/25/2025,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",615303,5/9/2007,582289,Yes
1169,04-T-073,Use of the Combination Comprising Temozolomide and TNF-Alpha for Treating Glioblastoma,05804363.9ES,1781284,Spain,ES,8/25/2005,10/13/2010,1781284,10/13/2010,1250-008,Small,8/25/2004,,No,4/28/2022,Abandoned,"Valauskas Corder, LLC",, ,"Donald Kufe, Ralph Weichselbaum",Validated EPO,4/12/2018,1250-008,8/25/2025,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",615304,5/9/2007,582289,Yes
1170,04-T-073,Use of the Combination Comprising Temozolomide and TNF-Alpha for Treating Glioblastoma,05804363.9FR,1781284,France,FR,8/25/2005,10/13/2010,1781284,10/13/2010,1250-009,Small,8/25/2004,,No,4/28/2022,Abandoned,"Valauskas Corder, LLC",, ,"Donald Kufe, Ralph Weichselbaum",Validated EPO,4/12/2018,1250-009,8/25/2025,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",615305,5/9/2007,582289,Yes
1171,04-T-073,Use of the Combination Comprising Temozolomide and TNF-Alpha for Treating Glioblastoma,05804363.9GB,1781284,United Kingdom,GB,8/25/2005,10/13/2010,1781284,10/13/2010,1250-010,Small,8/25/2004,,No,4/28/2022,Abandoned,"Valauskas Corder, LLC","Fahrlander, Jill", ,"Donald Kufe, Ralph Weichselbaum",Validated EPO,4/12/2018,1250-010,8/25/2025,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",615306,5/9/2007,582289,Yes
1172,04-T-073,Use of the Combination Comprising Temozolomide and TNF-Alpha for Treating Glioblastoma,05804363.9IT,1781284,Italy,IT,8/25/2005,10/13/2010,1781284,10/13/2010,1250-011,Small,8/25/2004,,No,4/28/2022,Abandoned,"Valauskas Corder, LLC","Fahrlander, Jill", ,"Donald Kufe, Ralph Weichselbaum",Validated EPO,4/12/2018,1250-011,8/25/2025,"Dembo, Anna",Ralph Weichselbaum,"Tennant, Thelma",615307,5/9/2007,582289,Yes
1173,04-T-078,CRP94-Based Methods and Compositions for Preventing and Treating Cancer,"60/566,363", ,*United States,US,4/28/2004,, ,4/28/2004,1255-004,None,4/28/2004,,Yes,4/28/2022,Expired - Inactive,"Caesar, Rivise, Bernstein, Cohen & Pokotilow, LTD.","Volin, Marina", ,Yair Argon,Provisional,4/12/2018,1255-004,4/28/2005,"Peace, Shane",Yair Argon,"Tennant, Thelma",611351,,582294,Yes
1174,04-T-078,GRP 94 Based Composition and Methods of Use Thereof,2004239338, ,Australia,AU,5/12/2004,, ,3/29/2006,1255-011,Small,4/28/2004,,No,4/28/2022,Abandoned,"Dann, Dorfman, Herrell & Skillman",, ,"Yair Argon, Chanda Biswas, Tali Gidalevitz, Brigitte Simen, Sherry Wanderling",Nationalized PCT,4/12/2018,1255-011,5/12/2024,"Peace, Shane",Yair Argon,"Tennant, Thelma",611724,,582294,Yes
1175,04-T-078,"GRP94 Knockout Mice, Derived Cell Lines and Methods of USe Thereof","60/477,990", ,*United States,US,6/12/2003,, ,6/12/2003,1255-003,None,6/12/2003,,Yes,4/28/2022,Expired - Inactive,"Dann, Dorfman, Herrell & Skillman","Rigaut, Kathleen", ,"Yair Argon, Brigitte Simen, Sherry Wanderling",Provisional,4/12/2018,1255-003,6/12/2004,"Peace, Shane",Yair Argon,"Tennant, Thelma",611725,,582294,Yes
1176,04-T-078,GRP94-based compositions and methods of use thereof,"10/844,711","7,589,174",*United States,US,5/12/2004,9/15/2009,US 2005-0063982,5/12/2004,1255-006,None,4/28/2004,9/15/2009,No,4/28/2022,Issued,"Dann, Dorfman, Herrell & Skillman",, ,"Yair Argon, Chanda Biswas, Tali Gidalevitz, Brigitte Simen, Sherry Wanderling",US Utility,4/12/2018,1255-006,2/11/2027,"Peace, Shane",Yair Argon,"Tennant, Thelma",611726,3/24/2005,582294,Yes
