Agreement ID,Status,Agreement Type,Remark Text,Remark Month,Remark Year,Label,Positive/Negative Binary,Positive,Negative,Neutral
13-A-161,Active,Exclusive License,"Dear Teanna,     Thanks for your reminder message – sorry for the delay in responding to your questions.     Gary Francesconi, Esq. will be contacting you in this regard soon.     I remain the contact for all patent (e.g., patent prosecution) matters; Gary will be handling matters dealing with the licensing agreements themselves.     Sincerely,     * Jim     James Fox, Ph.D., J.D.  Director and Lead Counsel, Intellectual Property  Corcept Therapeutics Incorporated  149 Commonwealth Drive  Menlo Park, CA 94025  650-688-2899 (Office)  650-690-6761 (Cell)           ",February,2021,Neutral,Positive,0.02330959588289261,0.01240492332726717,0.9642854928970337
13-A-161,Active,Exclusive License,Agree!  Thank you Teana!     ,March,2021,Neutral,Positive,0.05670202895998955,0.008731931447982788,0.934566080570221
13-A-161,Active,Exclusive License,"Hi Gary,     My name is Anna Dembo and I am working at the Polsky Center at the University of Chicago on Dr. Szmulewitz and Conzen’s technologies. Can we set up a time to discuss the milestone update for the Agreement for Glucocorticoid Receptor Technology for Prostate Cancer? Please let me know if you are available at the following times (listed in CST):  Monday 3/8 11-1  Wednesday 3/10: 9-11  Thursday 3/11: 12-2     Best,",February,2021,Neutral,Positive,0.04730113223195076,0.012273218482732773,0.9404256343841553
13-A-161,Active,Exclusive License,"Thanks Anna.  I can make either Monday 3/8 or Thursday 3/11 work as you’ve proposed.  Please feel free to send me a calendar invite for the time and day that will work best for you.     Thanks  Gary Francesconi | Vice President, Legal & Compliance  Corcept Therapeutics Incorporated| 149 Commonwealth Drive, Menlo Park, CA  94025  Phone: 650.684.7002 |Mobile: 650.255.6137  gfrancesconi@corcept.com ",March,2021,Neutral,Positive,0.07492959499359131,0.011750156059861183,0.9133202433586121
13-A-161,Active,Exclusive License,"Hi ladies,     My latest update on Corcept is from November 2020. I worked on an URA assist for Russ to get additional GR antagonists from Corcept.      I can reach out to Corcept re: progress report. Who is the company contact that you talked to in March 2020? Jim Fox is their IP counsel; I doubt he knows a lot about their business development. They’re filing continuations non-stop though which is a good sign.     Han        ",January,2022,Neutral,Positive,0.12901587784290314,0.013784965500235558,0.8571991324424744
13-A-161,Active,Exclusive License,"Hi Doreen,     I hope you are doing well! Just reaching out for the invoice for our annual license fee that is due to University of Chicago by the beginning of November. Would you mind sending an invoice so we can ensure timely payment?   Thank you!     Best Regards,",October,2021,Positive,Positive,0.5410271286964417,0.0208372101187706,0.43813565373420715
13-A-161,Active,Exclusive License,"Thanks Doreen!     Hi AP team – Approved please process.      Thanks,  Peggy     ",October,2021,Neutral,Positive,0.08478301018476486,0.0188727006316185,0.8963442444801331
13-A-161,Active,Exclusive License,"Hi Peggy,     I appreciate it, I hope you’re doing well also. Attached is your invoice for the annual minimum.     Please let me know if you have any questions.     Thank you,",October,2022,Neutral,Positive,0.17848776280879974,0.03175833076238632,0.7897539138793945
13-A-161,Active,Exclusive License,"Thanks Renee for getting back to me so quickly.     Hi AP team,     Approved to process.     Thanks,  Peggy     ",October,2022,Neutral,Positive,0.11325185000896454,0.029914578422904015,0.8568335771560669
14-A-195,Active,Exclusive License,"Tim,   I’m sending the attached and note below as context for a conversation we should have this week.  I’d like to know what you think about the best process for being sure that we’re getting the payments we should be from our Perkin Elmer license.  In particular, it’s just come to my attention that we didn’t get a sublicensing payment from PE when they sublicensed last winter/spring.  Additionally, the attached might lead one to speculate that they are paying a fraction of their royalty as a sublicense flow-through rather than the straight percentage on sales by sublicensee as they should.   It’s somewhat complicated by the fact that reporting and payments go directly to MBL.   Matt ___________________________ Matthew R Martin, PhD UChicagoTech +1.773.234.5515 mmartin@tech.uchicago.edu   ",October,2015,Neutral,Positive,0.06846147030591965,0.05280768498778343,0.878730833530426
14-A-195,Active,Exclusive License,   ,August,2020,Neutral,Positive,0.014159188605844975,0.009457082487642765,0.9763836860656738
14-A-195,Active,Exclusive License,"Hi Teana ,  My apologies ,  your first email was sent to my spam account .  I will reach out today to the most recent contact I have at Hamilton Thorne .  Thanks, Denise     ",February,2021,Neutral,Positive,0.061358656734228134,0.012382058426737785,0.9262592792510986
14-A-195,Active,Exclusive License,"Hi Diane,     Rudolph asked us to speak with Perkin Elmer regarding his project. Before we reach out to Perkin Elmer, we want to make sure that Perkin Elmer have been making payments under the license agreement. Our records stop at February 2016. Has MBL been receiving the 2017, 2018 and 2019 payments and if so, are there reports you can share?     Thanks,  Sao-Mai       Sao-Mai Nguyen-Mau, PhD  Invention Strategist, Technology Commercialization  ",August,2019,Neutral,Positive,0.08360323309898376,0.01697980985045433,0.8994169235229492
14-A-195,Active,Exclusive License,"Hello Sao-Mai,     The MBL is regularly reporting sales to PE. The frequency, and process, however has been subject to change and we recently made the decision to report annually at the calendar year end, and we consider a sale only to be at the time MBL receives full payment.  The last report was sent on 4/26/2019 (copy below); I have yet to receive an acknowledgment of this message to PE despite a second request sent on 5/15/2019.      Fri 4/26, 3:29 PMMilne, Gregory ",August,2019,Neutral,Negative,0.03770046308636665,0.03915216773748398,0.9231473803520203
14-A-210,Active,Exclusive License,"Hello Teana,   Checking with a relative person for this matter, I was advised that there is no a sublicense and the first commercial sale so far.  Many thanks,  Alex   Confidential and Privileged Attorney Client Communication           --------- Original Message ---------  Sender : Teana Stocco ",July,2022,Neutral,Negative,0.016424616798758507,0.017951995134353638,0.9656233787536621
14-A-210,Active,Exclusive License,"Hello Teana,  Thanks for the notice.   We didn't have a sublicense and a commercial product so far.  Many thanks,  Alex    Confidential and Privileged Attorney Client Communication           --------- Original Message ---------  Sender : Teana Stocco ",February,2022,Neutral,Negative,0.01866312511265278,0.022674238309264183,0.9586626887321472
14-A-213,Active,Non-Exclusive License,"Hello Fanny,   I am Sorry about the misunderstanding of the invoice amounts.  I have attached a new invoice for the royalty period January 2019 – December 2020.  Please note our address has changed, and I have attached a current US tax form.         Best regards,",February,2021,Neutral,Negative,0.02416757307946682,0.08263544738292694,0.8931970000267029
15-A-321,Active,Exclusive License,FYI   Renee Lowers Financial Analyst ,October,2022,Neutral,Negative,0.021611886098980904,0.02913082018494606,0.9492572546005249
15-A-321,Active,Exclusive License,"      Hello Kurt + Peter Foundation, 414 Claremont Way,  Menlo Park, CA 94025-3659   Attached you will find your Past Due Statement. Please let us know the status of the payment and do not hesitate to contact our office should you have any questions regarding the balance of your account.   Thank you,",October,2022,Neutral,Positive,0.05109305679798126,0.032604534178972244,0.9163023829460144
15-A-321,Active,Exclusive License,"Hi Thelma I just wanted to update you that Scott and I had a productive discussion with Sarepta yesterday. They potentially have an interest in developing exon skipping for LGMD 2C.  They are the company using PMOs for exon skipping.   Beth   Elizabeth McNally MD PhD Ward Professor and Director Center for Genetic Medicine 303 E. Superior St. Lurie 7-123 Chicago IL 60611 T: 312 503 5600  F:  312 503 6210 elizabeth.mcnally@northwestern.edu    On Oct 20, 2015, at 11:46 AM, Thelma R. Tennant ",October,2015,Neutral,Positive,0.05602962523698807,0.011310547590255737,0.932659924030304
15-A-321,Active,Exclusive License,"Regarding the attached list of annuities due September 6, 2020 for patents licensed to the Kurt + Peter Foundation:    Hi Scott,   I’ve attached a list of annuities and maintenance fees that require the Kurt + Peter Foundation’s attention. Please indicate your decision regarding payment of these matters on the spreadsheet. The annuity service is scheduled to pay these matters at least one month in advance of the due date if not instructed to the contrary. In the absence of instructions before the end of the day on July 31, 2020, we will instruct payment in order to keep these patents active. Please let me know if you have any questions.   Thank you!   Best,",July,2020,Neutral,Positive,0.03436771035194397,0.014207898639142513,0.9514244198799133
13-A-171,Active,Non-Exclusive License,"Hi Carla:  The Amendment saved on 15-A-322 (and the effective date) seem to be for a different agreement.  It looks to me like it is an amendment to  05-A-032 AGR11949? However, it does appear that the royalty payments/receivables are for AGR12305.  I don't see an amendment for 13-A-171 (AGR12305).  Can you confirm?  If so, I will correct.  Thanks,  Leslie Leslie Smith, Consultant",November,2018,Neutral,Positive,0.04399557411670685,0.029819762334227562,0.9261847138404846
13-A-171,Active,Non-Exclusive License,"This agreement record was originally set up as an amendment to the 13-A-171 Non-exclusive Tangible Property agreement, however, the amendment was actually for a different agreement (05-A-032/AGR11949). Since the incorrect amendment record contained all the revenue distribution and receivable records for the parent agreement, I turned it into the parent agreement and turned the original parent agreement into the amendment for the 05-A-032 amendment on AGR11949 which had not been recorded.",December,2018,Neutral,Positive,0.07393883913755417,0.009914432652294636,0.9161466360092163
13-A-171,Active,Non-Exclusive License,"Hi Leslie,   I trust your assessment. I’m so overwhelmed right now I can’t dig into this. Please update as you see fit. I’ll leave this on my long term list to follow-up. If I subsequently find this not to be the case I will deal with it then.    Kindest Regards,",November,2018,Neutral,Negative,0.01695997267961502,0.03749273344874382,0.9455472826957703
15-A-333,Active,Exclusive License,"Hi Christophe,  I wanted to follow up.  We have not received the payment for the attached invoice and I was hoping you could let me know the status.        Best regards,",March,2021,Neutral,Negative,0.03108011744916439,0.06644008308649063,0.9024797677993774
15-A-333,Active,Exclusive License,"Hello Doreen,     Our fault, we have been slow off the mark but the cheque has now been posted from our HQs in Belgium.  I expect you to receive it within the next 10 days.     Thanks.   Xtophe.     Christophe Thessieu, PhD, MBA  Mobile: +33 (0)6 72 65 54 52  Landline: +32 51 55 56 37 (ext 14)  Email: ct@almax-easyLab.com ",March,2021,Neutral,Negative,0.04454297572374344,0.11525636166334152,0.840200662612915
15-A-333,Active,Exclusive License,"Hello Doreen,     I hope you are well and that you have not been too impacted by the pandemic in 2020.   This year, I am trying not to be late by sending you our sales report for last year.     I hope this is sufficient, if you have any particular question, please do not hesitate to contact me.     I am looking forward to receiving your invoice.     Best,",January,2021,Neutral,Positive,0.11565261334180832,0.043257758021354675,0.84108966588974
15-A-333,Active,Exclusive License,"Hello Doreen,     Thank you for the information.  I have updated our records for next year, to make sure I use the correct postal address as well as the correct email.     I also wish you a good and I am sure deserved retirement, with a new chapter of your life with plenty of projects and activities. Enjoy.     *Note: a cheque for payment will be mailed from our HQs in Belgium and might take few days to reach you*     Best,",January,2022,Neutral,Positive,0.06365478783845901,0.007842611521482468,0.9285025000572205
15-A-333,Active,Exclusive License,"Hello Doreen,     Hope you had a good start of 2022.     This is this time of the year when I need to contact you and provide you with our sales report for this product.     Please could you send me the invoice accordingly?   Thank you in advance.   Xtophe.     Meet Almax-easyLab ",January,2022,Neutral,Positive,0.11541423201560974,0.03184118494391441,0.8527445197105408
15-A-333,Active,Exclusive License,"Hello Christophe,  Thank you for sending the royalty report.  I have attached the invoice for the CY2021 Royalties.  I have copied my colleague Renee Lowers and the Polsky Accounting email address for future correspondence and I am retiring this March and for continuity of service, it is best to use the Polsky Accounting email address in case others are not available or positions change.       I have also attached a copy of our W9, we moved back in October of 2020 and I see from your letter you still have our old address.  Please update your records accordingly.     Thanks again for starting off the New Year with our first royalty report.     Best regards,",January,2022,Neutral,Positive,0.049106415361166,0.015910722315311432,0.9349828362464905
15-A-334,Active,Exclusive License,"Doreen,  I hope you are doing well! Just reaching out for the invoice for our annual license fee that is due to University of Chicago by the end of April. Would you mind sending an invoice so we can ensure timely payment? I’m forwarding last years as an example.   Thank you very much, Doreen. Take care!  Jon",April,2021,Neutral,Positive,0.24905820190906525,0.017145611345767975,0.7337961792945862
15-A-334,Active,Exclusive License,Agree!  Thank you Teana!     ,March,2021,Neutral,Positive,0.05670202895998955,0.008731931447982788,0.934566080570221
15-A-334,Active,Exclusive License,"Hi Gary,     My name is Anna Dembo and I am working at the Polsky Center at the University of Chicago on Dr. Szmulewitz and Conzen’s technologies. Can we set up a time to discuss the milestone update for the Agreement for Glucocorticoid Receptor Technology for Prostate Cancer? Please let me know if you are available at the following times (listed in CST):  Monday 3/8 11-1  Wednesday 3/10: 9-11  Thursday 3/11: 12-2     Best,",February,2021,Neutral,Positive,0.04730113223195076,0.012273218482732773,0.9404256343841553
15-A-334,Active,Exclusive License,"Hi Teana,  My apologies for the delay here. I just left you a voicemail. My day today and tomorrow is quite busy but please try to call me back when convenient for you – my mobile phone is also below and is the best way to reach me. I can be more available on Monday morning if that might work for you. Let me know, and if that makes sense feel free to send a calendar invite, or let me know if you’d like me to do that.     Gary Francesconi | Vice President, Legal & Compliance  Corcept Therapeutics Incorporated| 149 Commonwealth Drive, Menlo Park, CA  94025  Phone: 650.684.7002 |Mobile: 650.255.6137  gfrancesconi@corcept.com ",February,2021,Neutral,Positive,0.018533794209361076,0.012453685514628887,0.9690125584602356
15-A-334,Active,Exclusive License,"Hi Jon, Sorry for the delay in getting back to you.  Your invoice is attached.  Thank you for being such a good licensee.   Have a great weekend. Doreen      ",April,2021,Neutral,Positive,0.16957034170627594,0.0375317707657814,0.7928979396820068
15-A-334,Active,Exclusive License,"Thanks, Teana!   ",February,2016,Neutral,Positive,0.11721137911081314,0.012640925124287605,0.8701476454734802
15-A-334,Active,Exclusive License,"And next time we do MELT meeting, we will cross off the event?   ",February,2016,Neutral,Negative,0.0097653828561306,0.011437566950917244,0.9787970781326294
15-A-334,Active,Exclusive License,"Hi Teana,   I’m attaching my notes from the Corcept update Heather and I received from Charlie Robb last week. I’ve also added this to Charlie’s contact in the XRM.    Please let me know if there’s anything else to do here.   Thanks, Janani    ",February,2016,Neutral,Positive,0.05843774601817131,0.0266592837870121,0.9149029850959778
15-A-334,Active,Exclusive License,"Thanks!  I added the document to both AGRs and saved the email  via “set regarding” both agreements.     Teana T. Stocco Project Coordinator UChicagoTech The University of Chicago 6030 S. Ellis, 2S Chicago, IL 60637 Phone: 773-834-0272 Email: tstocco@tech.uchicago.edu   ",February,2016,Neutral,Positive,0.07749424874782562,0.008178053423762321,0.9143276810646057
15-A-334,Active,Exclusive License,"Yep – they are both gone J   Teana T. Stocco Project Coordinator UChicagoTech The University of Chicago 6030 S. Ellis, 2S Chicago, IL 60637 Phone: 773-834-0272 Email: tstocco@tech.uchicago.edu   ",February,2016,Neutral,Positive,0.01174612995237112,0.0050873286090791225,0.983166515827179
15-A-334,Active,Exclusive License,"Hi Renee,     I hope you are doing well! Just reaching out for the invoice for our annual license fee that is due to University of Chicago in November. Would you mind sending an invoice so we can ensure timely payment?   Thank you!  Peggy",October,2022,Neutral,Positive,0.4828580319881439,0.024938050657510757,0.4922039210796356
15-A-334,Active,Exclusive License,"Thanks Renee for getting back to me so quickly!     Hi AP team,     Approved to process.     Thanks,  Peggy     ",April,2022,Neutral,Positive,0.13377998769283295,0.02859000861644745,0.8376299738883972
15-A-334,Active,Exclusive License,"Hi Peggy,     Of course. Please see the attached invoice. Let me know if you need anything else     Best Regards,",April,2022,Neutral,Negative,0.01853971928358078,0.0294021125882864,0.9520581364631653
15-A-343,Active,Exclusive License,"For our records, thanks.     ",November,2021,Neutral,Positive,0.37732234597206116,0.01253854762762785,0.6101391315460205
15-A-343,Active,Exclusive License,"Bill,     It is based on a license.  I don’t have any concerns. We’re a small shareholder, so I doubt they actually need our signature anyway.     I’ll ask them to change you to the signatory.     Thanks,     Eric     ",November,2021,Neutral,Negative,0.033905915915966034,0.0388675183057785,0.9272266030311584
15-A-343,Active,Exclusive License,"Eric, After you made the change, I believe It was sent to William Payne already. In any event,  I resent the envelope.    On Thu, Nov 11, 2021, 11:31 Eric Ginsburg ",November,2021,Neutral,Negative,0.012249809689819813,0.023372560739517212,0.9643775224685669
15-A-371,Active,Exclusive License,"Dear Doreen,     Thank you for your below email to Jay.     I will follow up on this matter and get back to you soon.     Best regards,",February,2022,Neutral,Positive,0.08411901444196701,0.06322541832923889,0.8526555895805359
15-A-371,Active,Exclusive License,"Hello Jay,  I apologize for the late follow up but I never received a response from my email below (excerpt reprinted):       Per Section 3.ii of the License Agreement effective December 8, 2015, within 30 days of the allowance of the first Licensed Patent in any jurisdiction within the Territory, company will pay University $25,000”.     Our records show European Patent application 14845394.7 was granted into Patent Number 3049536 on May 22, 2019, so the above milestone is now due.  I have attached an invoice for the milestone payment.     Could you please update us on the payment of the attached invoice.     Best regards,",February,2022,Neutral,Positive,0.033117663115262985,0.00990510918200016,0.956977128982544
15-A-371,Active,Exclusive License,"Dear Teana,      Sorry for the delay.  We had personnel changes and are looking for new legal and business development director.  This has caused the delay.    Please find an attached progress report.   Please feel free to contact me if you have any questions.     Best regards,",October,2021,Neutral,Negative,0.03624960035085678,0.09418533742427826,0.8695651292800903
15-A-371,Active,Exclusive License,"I had not reached out to him on the Milestone, but have with the patent costs.  Good news, bad news.  They just sent me notice that they initiated wires to pay the patent costs.  Bad news, they paid Norton and CPA global based on the back up from OUR invoices.   WTF!     ",October,2021,Neutral,Negative,0.09329965710639954,0.11269460618495941,0.7940056920051575
15-A-371,Active,Exclusive License,I have not heard from them for quite some time.    Nor have I received payment.  Plus I have a new invoice from this month to send.  This needs to be cut-off asap.     Doreen     ,February,2021,Neutral,Negative,0.02472127042710781,0.1588999629020691,0.8163787126541138
15-A-371,Active,Exclusive License,"Dear Kim,     ​Please provide us with the Bank information to make the payment, thank you.          Best regards,",August,2020,Neutral,Positive,0.06318532675504684,0.009160641580820084,0.927653968334198
15-A-371,Active,Exclusive License,"Hi Teana!   I can just tell Kevin Wan from Shuwen Biotech that we will invoice them for the annuities, right?     KIM CHIN Project Analyst ",August,2020,Neutral,Positive,0.04340033605694771,0.033458128571510315,0.9231414794921875
15-A-371,Active,Exclusive License,Yep- Doreen will send them an invoice.   ,August,2020,Neutral,Positive,0.009276406839489937,0.0043332865461707115,0.986390233039856
15-A-371,Active,Exclusive License,"Ok cool, thanks!   KIM CHIN Project Analyst ",August,2020,Neutral,Positive,0.1674155592918396,0.02776191756129265,0.8048226237297058
15-A-371,Active,Exclusive License,"Hi Kevin,   We will send an invoice for these annuities.   Best,",August,2020,Neutral,Positive,0.02541547454893589,0.010761942714452744,0.963822603225708
15-A-371,Active,Exclusive License,"Regarding the attached list of annuities and maintenance fees due for patents licensed to Shuwen Biotech Co. Ltd.:    Hi Jay,    I’ve attached a list of annuities and maintenance fees that require Shuwen Biotech’s attention for a due date of September 23, 2020. Please indicate your decision regarding payment of these matters on the spreadsheet. The annuity service is scheduled to pay these matters at least one month in advance of the due date if not instructed to the contrary. In the absence of instructions before the end of the day on August 7, 2020 we will instruct payment in order to keep these patents active. Please let me know if you have any questions.   Thank you!   Best,",July,2020,Neutral,Positive,0.0341377817094326,0.013809949159622192,0.9520521759986877
15-A-371,Active,Exclusive License,,April,2020,Neutral,Positive,0.014159188605844975,0.009457082487642765,0.9763836860656738
15-A-371,Active,Exclusive License,"Thanks for the report, Jay. Great to read about the continued work on clinical samples. We look forward to the report in July.   Best,",December,2017,Positive,Positive,0.5524894595146179,0.00825826171785593,0.43925225734710693
15-A-371,Active,Exclusive License,"Dear Margaret,  Enclosed please find the Progress Report for the time period 2017/1/1 to 2017/10/31.   Sorry for the delay.  If it is OK with you, our next report will be provided in July, 2018.    Best,",November,2017,Neutral,Positive,0.029256129637360573,0.015223916620016098,0.9555199146270752
15-A-371,Active,Exclusive License,"Hi Han,      Happy to touch base on this!      Funny thing: when Shane and I were chatting I totally said “I should get Han involved with the Rad51 project – she’d be perfect for it”. Glad that worked out!     Best,",February,2023,Neutral,Positive,0.23314517736434937,0.018101943656802177,0.7487528920173645
15-A-371,Active,Exclusive License,Teana - I had been wondering if we have a fax machine. Thank you for the confirmation. I will ask them to mail a notice.     Han     ,February,2023,Neutral,Negative,0.028901662677526474,0.03378605097532272,0.9373123645782471
15-A-371,Active,Exclusive License,"Hi Shane,     Thank you for looking into this docket AND for keeping me posted on the ongoing conversations!!      Anne, maybe the three of us can chat and coordinate? In the meantime, I will respond to Shuwen Dx since this is a separate matter. Hope that is ok with you.     Best regards,",February,2023,Neutral,Positive,0.045166030526161194,0.023787090554833412,0.9310468435287476
15-A-371,Active,Exclusive License,"Dear Han,      Thank you for your confirmation and the proposed follow-up actions. We will provide you a written notice by mail as requested.     Look forward to receiving the license amendment soon.     Best regards,",February,2023,Neutral,Positive,0.21994368731975555,0.010388023220002651,0.7696682214736938
15-A-371,Active,Exclusive License,"Dear Jeff,     Thank you for the email notice; receipt confirmed.     We are checking on patent deadlines and fees, due before February 27th, 2023 (thirty days from the date of email notice). We will prepare a license amendment to capture the patent right changes, for your review.     Per license agreement Section 10 E, please do provide us a written notice, delivered by mail to the following address:     Technology Commercialization and Licensing  ",February,2023,Neutral,Positive,0.02874467335641384,0.006099214777350426,0.9651561379432678
15-A-371,Active,Exclusive License,"Hi Han,    Sure thing! I will work with Kim and look into whether there are deadlines or fees due within 30 days of their email.    One additional note, you might want to touch base with Anne regarding the amendment to the license. She and I are scheduling meetings with the PI inventor and a potential industry partner regarding the Rad51 technology portfolio. I introduced this termination of license matter to her yesterday thinking it could be relevant to our discussions. I doubt she has committed much time to this, yet, but I wouldn't want you both working on the same task unknowingly in parallel.    Happy to chat, if helpful.    Best,",February,2023,Neutral,Positive,0.07664217054843903,0.03794540464878082,0.8854123950004578
15-A-371,Active,Exclusive License,"Hi Shane,     I will respond to Shuwen Dx, confirming the receipt of notice. I will also let them know that we are happy to put in place an amendment, limiting the license to rights in China only. One thing that would be very useful is to verify their statement “To our knowledge, there is no filing or response deadline or fee due date within thirty days from this notice of termination. We will pay Patent Costs (if not paid yet) which were incurred before this notice.” This is per Section 6C iv of the attached.     There are a few issued and pending cases. Could you please help confirm if any deadline or fee were due within thirty days of their email on 1/27 (which is 2/27)? Please include annuities which you might want to check with Kim.     Thelma and Teana, per license agreement, they are obligated to provide notices by fax or mail. In today’s world, email seems acceptable to me (plus, contact information in the agreement is outdated). I will ask Shuwen Dx to fax/mail a notice, per agreement, for record-keeping purposes. However, I think it’s fine to confirm the effective date of their notice as 1/27 per their email. Please let me know if you disagree or have other suggestions.     Thank you all,  Han     ",February,2023,Neutral,Positive,0.036273207515478134,0.0237446092069149,0.9399822354316711
15-A-371,Active,Exclusive License,"Dear Teana,     Further to your email below, could you please kindly confirm safe receipt of our email below?      If you would like to have a notice to the below contact as set forth in the Agreement, please kindly let us know immediately.          Thank you for your support on this matter.     Best regards,",February,2023,Neutral,Positive,0.09036725759506226,0.020528407767415047,0.8891043663024902
15-A-371,Active,Exclusive License,"Dear Teana,     We refer to your email below and apologize for not providing a Progress Report in due course. This is partially because we are evaluating the commercial perspective of the RPS technology.     As reported in our last Progress Report, in the TNBC breast sample set tested, an invert correlation in some of the genes with response to platinum therapies was found, in contrast to the original discovery by the inventors of the licensed patent, and the assay in a colon cancer sample set also failed to show any predictive value. Our efforts in further verification and validation in the year of 2022 also failed to produce encouraging results.      In spite of the above failure, we still wish to continue to explore the technology further in China, but wish to terminate the License for the Territory other than China.      As a result, according to Section 7(D) of the Agreement, the License for the Territory other than China will be terminated ninety days after this notice of termination, and according to Section 6(B).iv, we will discontinue our support of Patent Costs for those filed or granted in the Territory other than China. To our knowledge, there is no filing or response deadline or fee due date within thirty days from this notice of termination. We will pay Patent Costs (if not paid yet) which were incurred before this notice.      For China, we will perform our responsibility as required by the Agreement, including taking care of the granted patent and the two pending applications.     If you deem necessary to make Written Amendments to the Agreement, please inform us.     Thank you for your understanding and look forward to other cooperation worldwide soon.     Should you have any questions on this matter, please feel free to let us know.     Best regards,",January,2023,Neutral,Negative,0.05627007037401199,0.2797916829586029,0.6639382243156433
15-A-371,Active,Exclusive License,"Dear Teana,     Thank you for your emails and reminder below to Jay.      We will provide our progress report by this week. Our apology for the delay.     Best regards,",September,2022,Neutral,Positive,0.09640131890773773,0.017052361741662025,0.88654625415802
16-A-146,Active,Exclusive License,"Hello Teana,     Attached is the notice that AST mailed on December 28; I see now that there was no contact info so this may never have reached the right person. The 18,700 units of Yumanity Holdings, LLC turned into 3,942 shares of YMTX, based on the final merger exchange ratio of ~0.2108. Please let me know if you have any questions.     Thanks,  Marie        Marie Epstein Vice President, Finance Yumanity Therapeutics 40 Guest Street, Suite 4410 Boston, MA 02135 Office: 617-409-5284 Mobile: 617-417-2317 Email: mepstein@yumanity.com ",February,2021,Neutral,Positive,0.017427796497941017,0.01043805293738842,0.9721340537071228
16-A-146,Active,Exclusive License,"Yes, we now trade as YMTX, but your shares have no lock-up so you can sell the stock as soon as AST transfers the shares. Apparently, you can only do this via phone or email with AST support, and there are long hold times. If you run into difficulty, let me know and I can try to harass the support people on the Yumanity side.     ",February,2021,Neutral,Negative,0.029355166479945183,0.1355924755334854,0.8350523114204407
16-A-146,Active,Exclusive License,fyi     ,May,2021,Neutral,Positive,0.016422322019934654,0.008163309656083584,0.9754143357276917
16-A-146,Active,Exclusive License,"Tean,  I received this check to the old address not sure exactly what it is for?  Wondering if related to stocks?  Doreen     ",February,2021,Neutral,Negative,0.028816083446145058,0.07671905308961868,0.8944649696350098
16-A-152,Active,Non-Exclusive License,"Hello Perry,  I wanted to follow up on the attached invoice.  Can you tell me the status of this payment?        Best regards,",July,2021,Neutral,Positive,0.028857246041297913,0.02535085193812847,0.9457919597625732
16-A-152,Active,Non-Exclusive License,"Hello Perry,  Thank you for sending the reports.  I have attached an invoice for the agreement which had royalties due. In the past you have sent a wire and although our address has changed all of our banking information is current.     Please let me know if you have any questions or need anything else from me.     Best regards,",June,2021,Neutral,Negative,0.04234255477786064,0.046692490577697754,0.9109649658203125
16-A-178,Active,Exclusive License,"Dear Teana,     As promised, I am back to you in relation to your request below on the milestone payment.     The study that obtained the approval to proceed from CBER on January 2020 and for which the enrolment started in Jun 2020 is a Phase 1 trial designed to have the very first part, called dose-escalation safety lead-in, fully focused on First Time in Humans assessment of the vaccine safety profile (32 subjects overall, divided in 4 groups of 8 subjects to be exposed sequentially to half dose unadjuvanted, full dose unadjuvanted, half dose adjuvanted, full dose adjuvanted).Due to COVID-19 pandemic impact, this initial part of the study is still ongoing and according to current plans we should be able to complete it within Q2 2021.     Only with this safety part completed successfully, we will be able to start the second part of the study, called Proof of Principle, designed to generate in the target population (subjects with SA-SSTI infections) evidence on the vaccine efficacy.     Hence, since we are not starting a Phase I/II as recited in section 3Hii of the agreement but only a Phase I for safety, we retain that the milestone will not be due until the safety lead in is completed. Only at that time, we will be able to start the actual Proof of Principle, which, although still officially a Phase I and not a Phase I/II, we agree can be considered a Phase I/II for the purpose of the License and suitable to trigger the payment, which will happen in the second half of the year.     Hope this clarifies and I look forward to your response.     Best regards,",March,2021,Neutral,Positive,0.04657920077443123,0.013039903715252876,0.9403808116912842
16-A-178,Active,Exclusive License,"Hi Teana,     Thanks for all that you are doing!     Its fine to reach out, but let me first look on clinical trials.gov.  We ran into this issue when I was at Vyriad, only I was on the other side of the issue then.  I’ll look now and write back if I find anything that we can use.     HEATHER BAKALYAR, Ph.D., M.B.A., Patent Agent  Director, Intellectual Property and Technology Development  ",February,2021,Neutral,Negative,0.018746133893728256,0.04769748076796532,0.9335563778877258
16-A-178,Active,Exclusive License,"Hi Teana,     I read the below more carefully.  I didn’t find the trial on a quick search online – I expect in more time I’ll use the right combination of search terms if they started in the US.     They described a PhI/II trial design.  The Phase II part comes in when the first subject at risk (as opposed to healthy volunteer) is tested for efficacy markers (e.g. “efficacy and immunogenicity in the subjects at risk of staphylococcal skin and soft tissue infections”).  According to the below, that would be the Second Epoch.  Usually such testing is done after the highest safe dose is established in healthy volunteers during the pure Phase I part.     So I guess the question is: do we interpret that since the trial design overall  is for PhI/II and they have commenced the trial, albeit the PhI part, money is due.  Or do we interpret that they have to start dosing for the second epoch and actually into the Phase II to be say they have achieved the milestone?     I assume the best for us to assert the first and ask for the money, but say we are willing to talk to them about it.  We can say, as you point out, the agreement is a bit unclear.     Regarding the trickiness of it being this particular portfolio – in this case I don’t think that matters.  Its really contract interpretation.     If this makes reasonable sense, please let me know if I can help (or should do) the call.     Best,",February,2021,Neutral,Positive,0.024994971230626106,0.014846977777779102,0.9601580500602722
